question,answer,transition,concept,top,dis,dir
Is Harper Green west of Thatto Heath?,No,replace_dir_token,1,0,0,1
Is Killingbeck and Seacroft east of Bingley?,Yes,no_change,1,0,0,1
Is Killingbeck and Seacroft west of Bingley?,No,replace_dir_token,1,0,0,1
Is Radford east of Handsworth Wood?,Yes,no_change,1,0,0,1
Is Radford west of Handsworth Wood?,No,replace_dir_token,1,0,0,1
Is Adwick le Street & Carcroft east of Kersal?,Yes,no_change,1,0,0,1
Is Adwick le Street & Carcroft west of Kersal?,No,replace_dir_token,1,0,0,1
Is Fulwood east of St. Mary's?,Yes,no_change,1,0,0,1
Is St. Mary's east of Fulwood?,No,flip_place,1,0,0,1
Is Charlestown east of Stockbridge?,Yes,no_change,1,0,0,1
Is Stockbridge east of Charlestown?,No,flip_place,1,0,0,1
Is Crosland Moor and Netherton east of Fallowfield?,Yes,no_change,1,0,0,1
Is Fallowfield east of Crosland Moor and Netherton?,No,flip_place,1,0,0,1
Is Penistone east of East Middleton?,Yes,no_change,1,0,0,1
Is East Middleton east of Penistone?,No,flip_place,1,0,0,1
Is Heald Green east of Molyneux?,Yes,no_change,1,0,0,1
Is Molyneux east of Heald Green?,No,flip_place,1,0,0,1
Is Adel and Wharfedale east of Sowerby Bridge?,Yes,no_change,1,0,0,1
Is Sowerby Bridge east of Adel and Wharfedale?,No,flip_place,1,0,0,1
Is Southey east of Netherton and Orrell?,Yes,no_change,1,0,0,1
Is Southey west of Netherton and Orrell?,No,replace_dir_token,1,0,0,1
Is Rusholme east of Ordsall?,Yes,no_change,1,0,0,1
Is Ordsall east of Rusholme?,No,flip_place,1,0,0,1
Is Pilkington Park east of Whitefield?,Yes,no_change,1,0,0,1
Is Pilkington Park west of Whitefield?,No,replace_dir_token,1,0,0,1
Is Wombwell east of Medlock Vale?,Yes,no_change,1,0,0,1
Is Medlock Vale east of Wombwell?,No,flip_place,1,0,0,1
Is St. Mary's east of Shevington?,Yes,no_change,1,0,0,1
Is Shevington east of St. Mary's?,No,flip_place,1,0,0,1
Is Morley West Yorkshire east of Farnworth?,Yes,no_change,1,0,0,1
Is Morley West Yorkshire west of Farnworth?,No,replace_dir_token,1,0,0,1
Is Shard End east of St. Thomas's?,Yes,no_change,1,0,0,1
Is Shard End west of St. Thomas's?,No,replace_dir_token,1,0,0,1
Is Boston Castle east of Irlam?,Yes,no_change,1,0,0,1
Is Boston Castle west of Irlam?,No,replace_dir_token,1,0,0,1
Is Littleborough Lakeside east of Great Lever?,Yes,no_change,1,0,0,1
Is Littleborough Lakeside west of Great Lever?,No,replace_dir_token,1,0,0,1
Is Dearne South east of Breightmet?,Yes,no_change,1,0,0,1
Is Breightmet east of Dearne South?,No,flip_place,1,0,0,1
Is Douglas east of Norris Green?,Yes,no_change,1,0,0,1
Is Norris Green east of Douglas?,No,flip_place,1,0,0,1
Is Temple Newsam east of Ilkley?,Yes,no_change,1,0,0,1
Is Temple Newsam west of Ilkley?,No,replace_dir_token,1,0,0,1
Is South Middleton east of Speke-Garston?,Yes,no_change,1,0,0,1
Is South Middleton west of Speke-Garston?,No,replace_dir_token,1,0,0,1
Is Billinge and Seneley Green east of Roby?,Yes,no_change,1,0,0,1
Is Billinge and Seneley Green west of Roby?,No,replace_dir_token,1,0,0,1
Is Crumpsall east of Westhoughton?,Yes,no_change,1,0,0,1
Is Crumpsall west of Westhoughton?,No,replace_dir_token,1,0,0,1
Is Bredbury Green and Romiley east of Shevington with Lower Ground?,Yes,no_change,1,0,0,1
Is Shevington with Lower Ground east of Bredbury Green and Romiley?,No,flip_place,1,0,0,1
Is Davyhulme East east of Kensington and Fairfield?,Yes,no_change,1,0,0,1
Is Davyhulme East west of Kensington and Fairfield?,No,replace_dir_token,1,0,0,1
Is Darton East east of Thatto Heath?,Yes,no_change,1,0,0,1
Is Darton East west of Thatto Heath?,No,replace_dir_token,1,0,0,1
Is Cleckheaton east of Ince?,Yes,no_change,1,0,0,1
Is Cleckheaton west of Ince?,No,replace_dir_token,1,0,0,1
Is Colne Valley east of Whalley Range?,Yes,no_change,1,0,0,1
Is Whalley Range east of Colne Valley?,No,flip_place,1,0,0,1
Is Penistone east of Davyhulme West?,Yes,no_change,1,0,0,1
Is Penistone west of Davyhulme West?,No,replace_dir_token,1,0,0,1
Is Heckmondwike east of Ashton St. Michael's?,Yes,no_change,1,0,0,1
Is Ashton St. Michael's east of Heckmondwike?,No,flip_place,1,0,0,1
Is Balderstone and Kirkholt east of Parr?,Yes,no_change,1,0,0,1
Is Parr east of Balderstone and Kirkholt?,No,flip_place,1,0,0,1
Is Saddleworth east of Moorside?,Yes,no_change,1,0,0,1
Is Saddleworth west of Moorside?,No,replace_dir_token,1,0,0,1
Is Silverwood east of Irwell Riverside?,Yes,no_change,1,0,0,1
Is Silverwood west of Irwell Riverside?,No,replace_dir_token,1,0,0,1
Is Kirkburton east of Colne Valley?,Yes,no_change,1,0,0,1
Is Colne Valley east of Kirkburton?,No,flip_place,1,0,0,1
Is Keighley east of Kirkdale?,Yes,no_change,1,0,0,1
Is Kirkdale east of Keighley?,No,flip_place,1,0,0,1
Is Ackworth North Elmsall and Upton east of Moorside?,Yes,no_change,1,0,0,1
Is Ackworth North Elmsall and Upton west of Moorside?,No,replace_dir_token,1,0,0,1
Is Kirkburton east of Unsworth?,Yes,no_change,1,0,0,1
Is Unsworth east of Kirkburton?,No,flip_place,1,0,0,1
Is Chadderton South east of West Park?,Yes,no_change,1,0,0,1
Is Chadderton South west of West Park?,No,replace_dir_token,1,0,0,1
Is Sherbourne Warwickshire east of Graiseley?,Yes,no_change,1,0,0,1
Is Sherbourne Warwickshire west of Graiseley?,No,replace_dir_token,1,0,0,1
Is Whiston & Cronton east of Claughton?,Yes,no_change,1,0,0,1
Is Claughton east of Whiston & Cronton?,No,flip_place,1,0,0,1
Is Birley east of Coldhurst?,Yes,no_change,1,0,0,1
Is Birley west of Coldhurst?,No,replace_dir_token,1,0,0,1
Is Dukinfield Stalybridge east of Golborne and Lowton West?,Yes,no_change,1,0,0,1
Is Dukinfield Stalybridge west of Golborne and Lowton West?,No,replace_dir_token,1,0,0,1
Is Ossett east of Gorton South?,Yes,no_change,1,0,0,1
Is Ossett west of Gorton South?,No,replace_dir_token,1,0,0,1
Is Brinnington and Central east of Blundellsands?,Yes,no_change,1,0,0,1
Is Blundellsands east of Brinnington and Central?,No,flip_place,1,0,0,1
Is Village east of Childwall?,Yes,no_change,1,0,0,1
Is Village west of Childwall?,No,replace_dir_token,1,0,0,1
Is Sutton New Hall east of Short Heath?,Yes,no_change,1,0,0,1
Is Short Heath east of Sutton New Hall?,No,flip_place,1,0,0,1
Is Central east of Belle Vale?,Yes,no_change,1,0,0,1
Is Belle Vale east of Central?,No,flip_place,1,0,0,1
Is Binley and Willenhall east of Norton?,Yes,no_change,1,0,0,1
Is Binley and Willenhall west of Norton?,No,replace_dir_token,1,0,0,1
Is Town east of Denby Dale?,Yes,no_change,1,0,0,1
Is Denby Dale east of Town?,No,flip_place,1,0,0,1
Is Lowton East east of New Brighton?,Yes,no_change,1,0,0,1
Is New Brighton east of Lowton East?,No,flip_place,1,0,0,1
Is Upper Stoke east of Short Heath?,Yes,no_change,1,0,0,1
Is Upper Stoke west of Short Heath?,No,replace_dir_token,1,0,0,1
Is Rother Vale east of Rotherham West?,Yes,no_change,1,0,0,1
Is Rotherham West east of Rother Vale?,No,flip_place,1,0,0,1
Is Unsworth east of St. Gabriels?,Yes,no_change,1,0,0,1
Is St. Gabriels east of Unsworth?,No,flip_place,1,0,0,1
Is Wheatley Hills & Intake east of Wombwell?,Yes,no_change,1,0,0,1
Is Wheatley Hills & Intake west of Wombwell?,No,replace_dir_token,1,0,0,1
Is Knottingley east of Smallbridge and Firgrove?,Yes,no_change,1,0,0,1
Is Knottingley west of Smallbridge and Firgrove?,No,replace_dir_token,1,0,0,1
Is Bramley and Stanningley east of Swinton South?,Yes,no_change,1,0,0,1
Is Swinton South east of Bramley and Stanningley?,No,flip_place,1,0,0,1
Is Ackworth North Elmsall and Upton east of Bradshaw?,Yes,no_change,1,0,0,1
Is Bradshaw east of Ackworth North Elmsall and Upton?,No,flip_place,1,0,0,1
Is Bredbury and Woodley east of Cherryfield?,Yes,no_change,1,0,0,1
Is Cherryfield east of Bredbury and Woodley?,No,flip_place,1,0,0,1
Is Balby South east of Chorlton Park?,Yes,no_change,1,0,0,1
Is Balby South west of Chorlton Park?,No,replace_dir_token,1,0,0,1
Is Dearne North east of Tottington?,Yes,no_change,1,0,0,1
Is Dearne North west of Tottington?,No,replace_dir_token,1,0,0,1
Is Westhoughton east of Ravenmeols?,Yes,no_change,1,0,0,1
Is Westhoughton west of Ravenmeols?,No,replace_dir_token,1,0,0,1
Is Failsworth East east of Bryn?,Yes,no_change,1,0,0,1
Is Bryn east of Failsworth East?,No,flip_place,1,0,0,1
Is Castleford Central and Glasshoughton east of Crompton?,Yes,no_change,1,0,0,1
Is Crompton east of Castleford Central and Glasshoughton?,No,flip_place,1,0,0,1
Is Walkley east of Elton?,Yes,no_change,1,0,0,1
Is Walkley west of Elton?,No,replace_dir_token,1,0,0,1
Is Crookes & Crosspool east of Ravenmeols?,Yes,no_change,1,0,0,1
Is Crookes & Crosspool west of Ravenmeols?,No,replace_dir_token,1,0,0,1
Is Erdington east of Kingstanding?,Yes,no_change,1,0,0,1
Is Erdington west of Kingstanding?,No,replace_dir_token,1,0,0,1
Is Wombwell east of Princes Park?,Yes,no_change,1,0,0,1
Is Wombwell west of Princes Park?,No,replace_dir_token,1,0,0,1
Is Hyde Newton east of Rainhill?,Yes,no_change,1,0,0,1
Is Hyde Newton west of Rainhill?,No,replace_dir_token,1,0,0,1
Is Calder east of Page Moss?,Yes,no_change,1,0,0,1
Is Page Moss east of Calder?,No,flip_place,1,0,0,1
Is Morley West Yorkshire east of Prescot South?,Yes,no_change,1,0,0,1
Is Morley West Yorkshire west of Prescot South?,No,replace_dir_token,1,0,0,1
Is Hyde Godley east of Hindley Green?,Yes,no_change,1,0,0,1
Is Hindley Green east of Hyde Godley?,No,flip_place,1,0,0,1
Is Fulwood east of Mossley?,Yes,no_change,1,0,0,1
Is Fulwood west of Mossley?,No,replace_dir_token,1,0,0,1
Is Aston east of Norton?,Yes,no_change,1,0,0,1
Is Aston west of Norton?,No,replace_dir_token,1,0,0,1
Is Riverside east of Fenham?,Yes,no_change,1,0,0,1
Is Fenham east of Riverside?,No,flip_place,1,0,0,1
Is Dalton east of Old Moat?,Yes,no_change,1,0,0,1
Is Old Moat east of Dalton?,No,flip_place,1,0,0,1
Is Darnall east of Denton South?,Yes,no_change,1,0,0,1
Is Denton South east of Darnall?,No,flip_place,1,0,0,1
Is Milkstone and Deeplish east of Tuebrook and Stoneycroft?,Yes,no_change,1,0,0,1
Is Milkstone and Deeplish west of Tuebrook and Stoneycroft?,No,replace_dir_token,1,0,0,1
Is Dukinfield east of Eastham?,Yes,no_change,1,0,0,1
Is Eastham east of Dukinfield?,No,flip_place,1,0,0,1
Is Royton South east of Tyldesley?,Yes,no_change,1,0,0,1
Is Royton South west of Tyldesley?,No,replace_dir_token,1,0,0,1
Is Tyburn east of Aston?,Yes,no_change,1,0,0,1
Is Tyburn west of Aston?,No,replace_dir_token,1,0,0,1
Is Elton east of Meols?,Yes,no_change,1,0,0,1
Is Meols east of Elton?,No,flip_place,1,0,0,1
Is Adwick le Street & Carcroft east of Gorton South?,Yes,no_change,1,0,0,1
Is Adwick le Street & Carcroft west of Gorton South?,No,replace_dir_token,1,0,0,1
Is Sprotbrough and Cusworth east of Heaton and Lostock?,Yes,no_change,1,0,0,1
Is Heaton and Lostock east of Sprotbrough and Cusworth?,No,flip_place,1,0,0,1
Is West Gosforth east of Chopwell and Rowlands Gill?,Yes,no_change,1,0,0,1
Is Chopwell and Rowlands Gill east of West Gosforth?,No,flip_place,1,0,0,1
Is Ashton Hurst east of Astley Village?,Yes,no_change,1,0,0,1
Is Ashton Hurst west of Astley Village?,No,replace_dir_token,1,0,0,1
Is Hale Barns east of Blackrod?,Yes,no_change,1,0,0,1
Is Hale Barns west of Blackrod?,No,replace_dir_token,1,0,0,1
Is Town east of Elton?,Yes,no_change,1,0,0,1
Is Elton east of Town?,No,flip_place,1,0,0,1
Is Sprotbrough and Cusworth east of Wakefield East?,Yes,no_change,1,0,0,1
Is Wakefield East east of Sprotbrough and Cusworth?,No,flip_place,1,0,0,1
Is Bowdon east of Birkdale?,Yes,no_change,1,0,0,1
Is Birkdale east of Bowdon?,No,flip_place,1,0,0,1
Is Oscott east of Finstall?,Yes,no_change,1,0,0,1
Is Finstall east of Oscott?,No,flip_place,1,0,0,1
Is Altofts and Whitwood east of Levenshulme?,Yes,no_change,1,0,0,1
Is Altofts and Whitwood west of Levenshulme?,No,replace_dir_token,1,0,0,1
Is Davyhulme East east of Eccleston St Helens?,Yes,no_change,1,0,0,1
Is Davyhulme East west of Eccleston St Helens?,No,replace_dir_token,1,0,0,1
Is Willenhall South east of Wednesfield South?,Yes,no_change,1,0,0,1
Is Wednesfield South east of Willenhall South?,No,flip_place,1,0,0,1
Is Sitwell east of Crompton?,Yes,no_change,1,0,0,1
Is Sitwell west of Crompton?,No,replace_dir_token,1,0,0,1
Is Eccleston St Helens east of Netherton and Orrell?,Yes,no_change,1,0,0,1
Is Eccleston St Helens west of Netherton and Orrell?,No,replace_dir_token,1,0,0,1
Is Great Lever east of Golborne and Lowton West?,Yes,no_change,1,0,0,1
Is Golborne and Lowton West east of Great Lever?,No,flip_place,1,0,0,1
Is Shaw east of St. Michaels?,Yes,no_change,1,0,0,1
Is St. Michaels east of Shaw?,No,flip_place,1,0,0,1
Is Silverwood east of Hindley Green?,Yes,no_change,1,0,0,1
Is Hindley Green east of Silverwood?,No,flip_place,1,0,0,1
Is Lindley east of Radcliffe East?,Yes,no_change,1,0,0,1
Is Lindley west of Radcliffe East?,No,replace_dir_token,1,0,0,1
Is Hellaby east of Bradshaw?,Yes,no_change,1,0,0,1
Is Hellaby west of Bradshaw?,No,replace_dir_token,1,0,0,1
Is Halewood east of Birkenhead and Tranmere?,Yes,no_change,1,0,0,1
Is Halewood west of Birkenhead and Tranmere?,No,replace_dir_token,1,0,0,1
Is Armthorpe east of Whitefield?,Yes,no_change,1,0,0,1
Is Armthorpe west of Whitefield?,No,replace_dir_token,1,0,0,1
Is Rumworth east of Cherryfield?,Yes,no_change,1,0,0,1
Is Rumworth west of Cherryfield?,No,replace_dir_token,1,0,0,1
Is Killingbeck and Seacroft east of Park?,Yes,no_change,1,0,0,1
Is Park east of Killingbeck and Seacroft?,No,flip_place,1,0,0,1
Is Stairfoot east of Saddleworth?,Yes,no_change,1,0,0,1
Is Saddleworth east of Stairfoot?,No,flip_place,1,0,0,1
Is Milnrow and Newhey east of Harper Green?,Yes,no_change,1,0,0,1
Is Harper Green east of Milnrow and Newhey?,No,flip_place,1,0,0,1
Is Finningley east of Reddish North?,Yes,no_change,1,0,0,1
Is Finningley west of Reddish North?,No,replace_dir_token,1,0,0,1
Is North East east of Abram?,Yes,no_change,1,0,0,1
Is North East west of Abram?,No,replace_dir_token,1,0,0,1
Is Finningley east of Batley East?,Yes,no_change,1,0,0,1
Is Finningley west of Batley East?,No,replace_dir_token,1,0,0,1
Is Maltby South Yorkshire east of Cambridge?,Yes,no_change,1,0,0,1
Is Maltby South Yorkshire west of Cambridge?,No,replace_dir_token,1,0,0,1
Is Healey east of Roby?,Yes,no_change,1,0,0,1
Is Roby east of Healey?,No,flip_place,1,0,0,1
Is Birtley east of Chopwell and Rowlands Gill?,Yes,no_change,1,0,0,1
Is Chopwell and Rowlands Gill east of Birtley?,No,flip_place,1,0,0,1
Is East east of Whitefield?,Yes,no_change,1,0,0,1
Is Whitefield east of East?,No,flip_place,1,0,0,1
Is Castleford Central and Glasshoughton east of Failsworth East?,Yes,no_change,1,0,0,1
Is Castleford Central and Glasshoughton west of Failsworth East?,No,replace_dir_token,1,0,0,1
Is Airedale and Ferry Fryston east of Kersal?,Yes,no_change,1,0,0,1
Is Airedale and Ferry Fryston west of Kersal?,No,replace_dir_token,1,0,0,1
Is Queensbury east of Manor?,Yes,no_change,1,0,0,1
Is Manor east of Queensbury?,No,flip_place,1,0,0,1
Is Central east of Castleton?,Yes,no_change,1,0,0,1
Is Central west of Castleton?,No,replace_dir_token,1,0,0,1
Is Hexthorpe & Balby North east of Central?,Yes,no_change,1,0,0,1
Is Central east of Hexthorpe & Balby North?,No,flip_place,1,0,0,1
Is Ashbrow east of Barton?,Yes,no_change,1,0,0,1
Is Ashbrow west of Barton?,No,replace_dir_token,1,0,0,1
Is Bessacarr east of Failsworth West?,Yes,no_change,1,0,0,1
Is Bessacarr west of Failsworth West?,No,replace_dir_token,1,0,0,1
Is Pudsey east of Leigh South?,Yes,no_change,1,0,0,1
Is Pudsey west of Leigh South?,No,replace_dir_token,1,0,0,1
Is Town east of Billinge and Seneley Green?,Yes,no_change,1,0,0,1
Is Town west of Billinge and Seneley Green?,No,replace_dir_token,1,0,0,1
Is Atherleigh east of St. Michaels?,Yes,no_change,1,0,0,1
Is Atherleigh west of St. Michaels?,No,replace_dir_token,1,0,0,1
Is Dinnington St. John's east of Southey?,Yes,no_change,1,0,0,1
Is Southey east of Dinnington St. John's?,No,flip_place,1,0,0,1
Is Craven east of Wigan Central?,Yes,no_change,1,0,0,1
Is Craven west of Wigan Central?,No,replace_dir_token,1,0,0,1
Is Batley East east of Astley Mosley Common?,Yes,no_change,1,0,0,1
Is Astley Mosley Common east of Batley East?,No,flip_place,1,0,0,1
Is Cross Gates and Whinmoor east of Idle and Thackley?,Yes,no_change,1,0,0,1
Is Cross Gates and Whinmoor west of Idle and Thackley?,No,replace_dir_token,1,0,0,1
Is Broughton east of Molyneux?,Yes,no_change,1,0,0,1
Is Broughton west of Molyneux?,No,replace_dir_token,1,0,0,1
Is Bentley east of Childwall?,Yes,no_change,1,0,0,1
Is Bentley west of Childwall?,No,replace_dir_token,1,0,0,1
Is Edlington & Warmsworth east of Reddish South?,Yes,no_change,1,0,0,1
Is Edlington & Warmsworth west of Reddish South?,No,replace_dir_token,1,0,0,1
Is Palfrey east of Kingswinford North and Wall Heath?,Yes,no_change,1,0,0,1
Is Kingswinford North and Wall Heath east of Palfrey?,No,flip_place,1,0,0,1
Is Tipton Green east of Graiseley?,Yes,no_change,1,0,0,1
Is Tipton Green west of Graiseley?,No,replace_dir_token,1,0,0,1
Is Sheldon east of Spring Vale?,Yes,no_change,1,0,0,1
Is Spring Vale east of Sheldon?,No,flip_place,1,0,0,1
Is Moorside east of Orrell?,Yes,no_change,1,0,0,1
Is Moorside west of Orrell?,No,replace_dir_token,1,0,0,1
Is Coldhurst east of Prescot South?,Yes,no_change,1,0,0,1
Is Coldhurst west of Prescot South?,No,replace_dir_token,1,0,0,1
Is Denton West east of Shevington?,Yes,no_change,1,0,0,1
Is Shevington east of Denton West?,No,flip_place,1,0,0,1
Is Whitburn and Marsden east of Riverside?,Yes,no_change,1,0,0,1
Is Whitburn and Marsden west of Riverside?,No,replace_dir_token,1,0,0,1
Is Dearne North east of Roby?,Yes,no_change,1,0,0,1
Is Roby east of Dearne North?,No,flip_place,1,0,0,1
Is Valley east of New Brighton?,Yes,no_change,1,0,0,1
Is New Brighton east of Valley?,No,flip_place,1,0,0,1
Is Davyhulme West east of Yew Tree?,Yes,no_change,1,0,0,1
Is Davyhulme West west of Yew Tree?,No,replace_dir_token,1,0,0,1
Is Dukinfield Stalybridge east of Standish with Langtree?,Yes,no_change,1,0,0,1
Is Standish with Langtree east of Dukinfield Stalybridge?,No,flip_place,1,0,0,1
Is Bentley east of Kew?,Yes,no_change,1,0,0,1
Is Kew east of Bentley?,No,flip_place,1,0,0,1
Is Royton North east of Church?,Yes,no_change,1,0,0,1
Is Church east of Royton North?,No,flip_place,1,0,0,1
Is Greenhead east of Astley Mosley Common?,Yes,no_change,1,0,0,1
Is Astley Mosley Common east of Greenhead?,No,flip_place,1,0,0,1
Is Headingley east of Ainsdale?,Yes,no_change,1,0,0,1
Is Headingley west of Ainsdale?,No,replace_dir_token,1,0,0,1
Is Northowram and Shelf east of Upton?,Yes,no_change,1,0,0,1
Is Northowram and Shelf west of Upton?,No,replace_dir_token,1,0,0,1
Is Golborne and Lowton West east of Kensington and Fairfield?,Yes,no_change,1,0,0,1
Is Kensington and Fairfield east of Golborne and Lowton West?,No,flip_place,1,0,0,1
Is Penistone east of Gorton South?,Yes,no_change,1,0,0,1
Is Penistone west of Gorton South?,No,replace_dir_token,1,0,0,1
Is Quinton east of Blackheath?,Yes,no_change,1,0,0,1
Is Blackheath east of Quinton?,No,flip_place,1,0,0,1
Is Wickersley east of Nether Edge & Sharrow?,Yes,no_change,1,0,0,1
Is Wickersley west of Nether Edge & Sharrow?,No,replace_dir_token,1,0,0,1
Is Dinnington St. John's east of County?,Yes,no_change,1,0,0,1
Is Dinnington St. John's west of County?,No,replace_dir_token,1,0,0,1
Is Longbenton east of Ryton Crookhill and Stella?,Yes,no_change,1,0,0,1
Is Longbenton west of Ryton Crookhill and Stella?,No,replace_dir_token,1,0,0,1
Is Graves Park east of Shevington with Lower Ground?,Yes,no_change,1,0,0,1
Is Shevington with Lower Ground east of Graves Park?,No,flip_place,1,0,0,1
Is Kingstanding east of Langley?,Yes,no_change,1,0,0,1
Is Kingstanding west of Langley?,No,replace_dir_token,1,0,0,1
Is Burmantofts and Richmond Hill east of Church?,Yes,no_change,1,0,0,1
Is Church east of Burmantofts and Richmond Hill?,No,flip_place,1,0,0,1
Is Winton east of Everton?,Yes,no_change,1,0,0,1
Is Winton west of Everton?,No,replace_dir_token,1,0,0,1
Is Rotherham West east of Bredbury and Woodley?,Yes,no_change,1,0,0,1
Is Bredbury and Woodley east of Rotherham West?,No,flip_place,1,0,0,1
