place1,relation,place2,question,answer,transition
Crofton Ryhill and Walton,east,Leigh West,Is Crofton Ryhill and Walton east of Leigh West?,Yes,no_change
Crofton Ryhill and Walton,east,Leigh West,Is Leigh West east of Crofton Ryhill and Walton?,No,flip_place
Radford,east,Friar Park,Is Radford east of Friar Park?,Yes,no_change
Radford,east,Friar Park,Is Friar Park east of Radford?,No,flip_place
Gleadless Valley,east,Swinton South,Is Gleadless Valley east of Swinton South?,Yes,no_change
Gleadless Valley,east,Swinton South,Is Gleadless Valley west of Swinton South?,No,replace_dir_token
Davenport and Cale Green,east,Hindley Green,Is Davenport and Cale Green east of Hindley Green?,Yes,no_change
Davenport and Cale Green,east,Hindley Green,Is Hindley Green east of Davenport and Cale Green?,No,flip_place
Brighouse,east,Leasowe and Moreton East,Is Brighouse east of Leasowe and Moreton East?,Yes,no_change
Brighouse,east,Leasowe and Moreton East,Is Brighouse west of Leasowe and Moreton East?,No,replace_dir_token
Ashton St. Michael's,east,St. Peter's,Is Ashton St. Michael's east of St. Peter's?,Yes,no_change
Ashton St. Michael's,east,St. Peter's,Is Ashton St. Michael's west of St. Peter's?,No,replace_dir_token
Tipton Green,east,Sedgley,Is Tipton Green east of Sedgley?,Yes,no_change
Tipton Green,east,Sedgley,Is Sedgley east of Tipton Green?,No,flip_place
Royton South,east,Riverside,Is Royton South east of Riverside?,Yes,no_change
Royton South,east,Riverside,Is Riverside east of Royton South?,No,flip_place
Penistone,east,Princes Park,Is Penistone east of Princes Park?,Yes,no_change
Penistone,east,Princes Park,Is Penistone west of Princes Park?,No,replace_dir_token
Penistone,east,Meols,Is Penistone east of Meols?,Yes,no_change
Penistone,east,Meols,Is Meols east of Penistone?,No,flip_place
Calder,east,Earlestown,Is Calder east of Earlestown?,Yes,no_change
Calder,east,Earlestown,Is Earlestown east of Calder?,No,flip_place
Normanton West Yorkshire,east,Stalybridge North,Is Normanton West Yorkshire east of Stalybridge North?,Yes,no_change
Normanton West Yorkshire,east,Stalybridge North,Is Normanton West Yorkshire west of Stalybridge North?,No,replace_dir_token
Todmorden,east,Sudell,Is Todmorden east of Sudell?,Yes,no_change
Todmorden,east,Sudell,Is Todmorden west of Sudell?,No,replace_dir_token
Calder,east,Kew,Is Calder east of Kew?,Yes,no_change
Calder,east,Kew,Is Kew east of Calder?,No,flip_place
Ashton Waterloo,east,Timperley,Is Ashton Waterloo east of Timperley?,Yes,no_change
Ashton Waterloo,east,Timperley,Is Ashton Waterloo west of Timperley?,No,replace_dir_token
Cleckheaton,east,Warley,Is Cleckheaton east of Warley?,Yes,no_change
Cleckheaton,east,Warley,Is Cleckheaton west of Warley?,No,replace_dir_token
Valley,east,Cheetham,Is Valley east of Cheetham?,Yes,no_change
Valley,east,Cheetham,Is Cheetham east of Valley?,No,flip_place
Langworthy,east,Aspull New Springs Whelley,Is Langworthy east of Aspull New Springs Whelley?,Yes,no_change
Langworthy,east,Aspull New Springs Whelley,Is Aspull New Springs Whelley east of Langworthy?,No,flip_place
Clayton and Fairweather Green,east,Cressington,Is Clayton and Fairweather Green east of Cressington?,Yes,no_change
Clayton and Fairweather Green,east,Cressington,Is Cressington east of Clayton and Fairweather Green?,No,flip_place
Normanton West Yorkshire,east,Leigh South,Is Normanton West Yorkshire east of Leigh South?,Yes,no_change
Normanton West Yorkshire,east,Leigh South,Is Leigh South east of Normanton West Yorkshire?,No,flip_place
Saddleworth,east,Flixton,Is Saddleworth east of Flixton?,Yes,no_change
Saddleworth,east,Flixton,Is Flixton east of Saddleworth?,No,flip_place
Longdendale,east,Miles Platting and Newton Heath,Is Longdendale east of Miles Platting and Newton Heath?,Yes,no_change
Longdendale,east,Miles Platting and Newton Heath,Is Longdendale west of Miles Platting and Newton Heath?,No,replace_dir_token
Chelmsley Wood,east,Northfield,Is Chelmsley Wood east of Northfield?,Yes,no_change
Chelmsley Wood,east,Northfield,Is Chelmsley Wood west of Northfield?,No,replace_dir_token
Baildon,east,Worth Valley,Is Baildon east of Worth Valley?,Yes,no_change
Baildon,east,Worth Valley,Is Baildon west of Worth Valley?,No,replace_dir_token
Armley,east,Keighley,Is Armley east of Keighley?,Yes,no_change
Armley,east,Keighley,Is Keighley east of Armley?,No,flip_place
Hexthorpe & Balby North,east,Shiregreen & Brightside,Is Hexthorpe & Balby North east of Shiregreen & Brightside?,Yes,no_change
Hexthorpe & Balby North,east,Shiregreen & Brightside,Is Shiregreen & Brightside east of Hexthorpe & Balby North?,No,flip_place
Longdendale,east,Reddish North,Is Longdendale east of Reddish North?,Yes,no_change
Longdendale,east,Reddish North,Is Reddish North east of Longdendale?,No,flip_place
Davyhulme East,east,Cressington,Is Davyhulme East east of Cressington?,Yes,no_change
Davyhulme East,east,Cressington,Is Davyhulme East west of Cressington?,No,replace_dir_token
Longford,east,Moseley and Kings Heath,Is Longford east of Moseley and Kings Heath?,Yes,no_change
Longford,east,Moseley and Kings Heath,Is Moseley and Kings Heath east of Longford?,No,flip_place
Birstall and Birkenshaw,east,Farnworth,Is Birstall and Birkenshaw east of Farnworth?,Yes,no_change
Birstall and Birkenshaw,east,Farnworth,Is Farnworth east of Birstall and Birkenshaw?,No,flip_place
Moorside,east,Claughton,Is Moorside east of Claughton?,Yes,no_change
Moorside,east,Claughton,Is Claughton east of Moorside?,No,flip_place
Cross Gates and Whinmoor,east,Stockbridge,Is Cross Gates and Whinmoor east of Stockbridge?,Yes,no_change
Cross Gates and Whinmoor,east,Stockbridge,Is Stockbridge east of Cross Gates and Whinmoor?,No,flip_place
Old Moat,east,Heswall,Is Old Moat east of Heswall?,Yes,no_change
Old Moat,east,Heswall,Is Heswall east of Old Moat?,No,flip_place
Chapel Allerton,east,Cadishead,Is Chapel Allerton east of Cadishead?,Yes,no_change
Chapel Allerton,east,Cadishead,Is Cadishead east of Chapel Allerton?,No,flip_place
Hyde Park and Woodhouse,east,Rainhill,Is Hyde Park and Woodhouse east of Rainhill?,Yes,no_change
Hyde Park and Woodhouse,east,Rainhill,Is Hyde Park and Woodhouse west of Rainhill?,No,replace_dir_token
Northenden,east,Winstanley,Is Northenden east of Winstanley?,Yes,no_change
Northenden,east,Winstanley,Is Winstanley east of Northenden?,No,flip_place
City,east,St. Mary's,Is City east of St. Mary's?,Yes,no_change
City,east,St. Mary's,Is City west of St. Mary's?,No,replace_dir_token
Anston and Woodsetts,east,Harper Green,Is Anston and Woodsetts east of Harper Green?,Yes,no_change
Anston and Woodsetts,east,Harper Green,Is Anston and Woodsetts west of Harper Green?,No,replace_dir_token
Newsome,east,Broadheath,Is Newsome east of Broadheath?,Yes,no_change
Newsome,east,Broadheath,Is Broadheath east of Newsome?,No,flip_place
Sedgley,east,Cambridge,Is Sedgley east of Cambridge?,Yes,no_change
Sedgley,east,Cambridge,Is Sedgley west of Cambridge?,No,replace_dir_token
Harper Green,east,Thatto Heath,Is Harper Green east of Thatto Heath?,Yes,no_change
Harper Green,east,Thatto Heath,Is Harper Green west of Thatto Heath?,No,replace_dir_token
Killingbeck and Seacroft,east,Bingley,Is Killingbeck and Seacroft east of Bingley?,Yes,no_change
Killingbeck and Seacroft,east,Bingley,Is Killingbeck and Seacroft west of Bingley?,No,replace_dir_token
Radford,east,Handsworth Wood,Is Radford east of Handsworth Wood?,Yes,no_change
Radford,east,Handsworth Wood,Is Radford west of Handsworth Wood?,No,replace_dir_token
Adwick le Street & Carcroft,east,Kersal,Is Adwick le Street & Carcroft east of Kersal?,Yes,no_change
Adwick le Street & Carcroft,east,Kersal,Is Adwick le Street & Carcroft west of Kersal?,No,replace_dir_token
Fulwood,east,St. Mary's,Is Fulwood east of St. Mary's?,Yes,no_change
Fulwood,east,St. Mary's,Is St. Mary's east of Fulwood?,No,flip_place
Charlestown,east,Stockbridge,Is Charlestown east of Stockbridge?,Yes,no_change
Charlestown,east,Stockbridge,Is Stockbridge east of Charlestown?,No,flip_place
Crosland Moor and Netherton,east,Fallowfield,Is Crosland Moor and Netherton east of Fallowfield?,Yes,no_change
Crosland Moor and Netherton,east,Fallowfield,Is Fallowfield east of Crosland Moor and Netherton?,No,flip_place
Penistone,east,East Middleton,Is Penistone east of East Middleton?,Yes,no_change
Penistone,east,East Middleton,Is East Middleton east of Penistone?,No,flip_place
Heald Green,east,Molyneux,Is Heald Green east of Molyneux?,Yes,no_change
Heald Green,east,Molyneux,Is Molyneux east of Heald Green?,No,flip_place
Adel and Wharfedale,east,Sowerby Bridge,Is Adel and Wharfedale east of Sowerby Bridge?,Yes,no_change
Adel and Wharfedale,east,Sowerby Bridge,Is Sowerby Bridge east of Adel and Wharfedale?,No,flip_place
Southey,east,Netherton and Orrell,Is Southey east of Netherton and Orrell?,Yes,no_change
Southey,east,Netherton and Orrell,Is Southey west of Netherton and Orrell?,No,replace_dir_token
Rusholme,east,Ordsall,Is Rusholme east of Ordsall?,Yes,no_change
Rusholme,east,Ordsall,Is Ordsall east of Rusholme?,No,flip_place
Pilkington Park,east,Whitefield,Is Pilkington Park east of Whitefield?,Yes,no_change
Pilkington Park,east,Whitefield,Is Pilkington Park west of Whitefield?,No,replace_dir_token
Wombwell,east,Medlock Vale,Is Wombwell east of Medlock Vale?,Yes,no_change
Wombwell,east,Medlock Vale,Is Medlock Vale east of Wombwell?,No,flip_place
St. Mary's,east,Shevington,Is St. Mary's east of Shevington?,Yes,no_change
St. Mary's,east,Shevington,Is Shevington east of St. Mary's?,No,flip_place
Morley West Yorkshire,east,Farnworth,Is Morley West Yorkshire east of Farnworth?,Yes,no_change
Morley West Yorkshire,east,Farnworth,Is Morley West Yorkshire west of Farnworth?,No,replace_dir_token
Shard End,east,St. Thomas's,Is Shard End east of St. Thomas's?,Yes,no_change
Shard End,east,St. Thomas's,Is Shard End west of St. Thomas's?,No,replace_dir_token
Boston Castle,east,Irlam,Is Boston Castle east of Irlam?,Yes,no_change
Boston Castle,east,Irlam,Is Boston Castle west of Irlam?,No,replace_dir_token
Littleborough Lakeside,east,Great Lever,Is Littleborough Lakeside east of Great Lever?,Yes,no_change
Littleborough Lakeside,east,Great Lever,Is Littleborough Lakeside west of Great Lever?,No,replace_dir_token
Dearne South,east,Breightmet,Is Dearne South east of Breightmet?,Yes,no_change
Dearne South,east,Breightmet,Is Breightmet east of Dearne South?,No,flip_place
Douglas,east,Norris Green,Is Douglas east of Norris Green?,Yes,no_change
Douglas,east,Norris Green,Is Norris Green east of Douglas?,No,flip_place
Temple Newsam,east,Ilkley,Is Temple Newsam east of Ilkley?,Yes,no_change
Temple Newsam,east,Ilkley,Is Temple Newsam west of Ilkley?,No,replace_dir_token
South Middleton,east,Speke-Garston,Is South Middleton east of Speke-Garston?,Yes,no_change
South Middleton,east,Speke-Garston,Is South Middleton west of Speke-Garston?,No,replace_dir_token
Billinge and Seneley Green,east,Roby,Is Billinge and Seneley Green east of Roby?,Yes,no_change
Billinge and Seneley Green,east,Roby,Is Billinge and Seneley Green west of Roby?,No,replace_dir_token
Crumpsall,east,Westhoughton,Is Crumpsall east of Westhoughton?,Yes,no_change
Crumpsall,east,Westhoughton,Is Crumpsall west of Westhoughton?,No,replace_dir_token
Bredbury Green and Romiley,east,Shevington with Lower Ground,Is Bredbury Green and Romiley east of Shevington with Lower Ground?,Yes,no_change
Bredbury Green and Romiley,east,Shevington with Lower Ground,Is Shevington with Lower Ground east of Bredbury Green and Romiley?,No,flip_place
Davyhulme East,east,Kensington and Fairfield,Is Davyhulme East east of Kensington and Fairfield?,Yes,no_change
Davyhulme East,east,Kensington and Fairfield,Is Davyhulme East west of Kensington and Fairfield?,No,replace_dir_token
Darton East,east,Thatto Heath,Is Darton East east of Thatto Heath?,Yes,no_change
Darton East,east,Thatto Heath,Is Darton East west of Thatto Heath?,No,replace_dir_token
Cleckheaton,east,Ince,Is Cleckheaton east of Ince?,Yes,no_change
Cleckheaton,east,Ince,Is Cleckheaton west of Ince?,No,replace_dir_token
Colne Valley,east,Whalley Range,Is Colne Valley east of Whalley Range?,Yes,no_change
Colne Valley,east,Whalley Range,Is Whalley Range east of Colne Valley?,No,flip_place
Penistone,east,Davyhulme West,Is Penistone east of Davyhulme West?,Yes,no_change
Penistone,east,Davyhulme West,Is Penistone west of Davyhulme West?,No,replace_dir_token
Heckmondwike,east,Ashton St. Michael's,Is Heckmondwike east of Ashton St. Michael's?,Yes,no_change
Heckmondwike,east,Ashton St. Michael's,Is Ashton St. Michael's east of Heckmondwike?,No,flip_place
Balderstone and Kirkholt,east,Parr,Is Balderstone and Kirkholt east of Parr?,Yes,no_change
Balderstone and Kirkholt,east,Parr,Is Parr east of Balderstone and Kirkholt?,No,flip_place
Saddleworth,east,Moorside,Is Saddleworth east of Moorside?,Yes,no_change
Saddleworth,east,Moorside,Is Saddleworth west of Moorside?,No,replace_dir_token
Silverwood,east,Irwell Riverside,Is Silverwood east of Irwell Riverside?,Yes,no_change
Silverwood,east,Irwell Riverside,Is Silverwood west of Irwell Riverside?,No,replace_dir_token
Kirkburton,east,Colne Valley,Is Kirkburton east of Colne Valley?,Yes,no_change
Kirkburton,east,Colne Valley,Is Colne Valley east of Kirkburton?,No,flip_place
Keighley,east,Kirkdale,Is Keighley east of Kirkdale?,Yes,no_change
Keighley,east,Kirkdale,Is Kirkdale east of Keighley?,No,flip_place
Ackworth North Elmsall and Upton,east,Moorside,Is Ackworth North Elmsall and Upton east of Moorside?,Yes,no_change
Ackworth North Elmsall and Upton,east,Moorside,Is Ackworth North Elmsall and Upton west of Moorside?,No,replace_dir_token
Kirkburton,east,Unsworth,Is Kirkburton east of Unsworth?,Yes,no_change
Kirkburton,east,Unsworth,Is Unsworth east of Kirkburton?,No,flip_place
Chadderton South,east,West Park,Is Chadderton South east of West Park?,Yes,no_change
Chadderton South,east,West Park,Is Chadderton South west of West Park?,No,replace_dir_token
Sherbourne Warwickshire,east,Graiseley,Is Sherbourne Warwickshire east of Graiseley?,Yes,no_change
Sherbourne Warwickshire,east,Graiseley,Is Sherbourne Warwickshire west of Graiseley?,No,replace_dir_token
Whiston & Cronton,east,Claughton,Is Whiston & Cronton east of Claughton?,Yes,no_change
Whiston & Cronton,east,Claughton,Is Claughton east of Whiston & Cronton?,No,flip_place
Birley,east,Coldhurst,Is Birley east of Coldhurst?,Yes,no_change
Birley,east,Coldhurst,Is Birley west of Coldhurst?,No,replace_dir_token
Dukinfield Stalybridge,east,Golborne and Lowton West,Is Dukinfield Stalybridge east of Golborne and Lowton West?,Yes,no_change
Dukinfield Stalybridge,east,Golborne and Lowton West,Is Dukinfield Stalybridge west of Golborne and Lowton West?,No,replace_dir_token
Ossett,east,Gorton South,Is Ossett east of Gorton South?,Yes,no_change
Ossett,east,Gorton South,Is Ossett west of Gorton South?,No,replace_dir_token
Brinnington and Central,east,Blundellsands,Is Brinnington and Central east of Blundellsands?,Yes,no_change
Brinnington and Central,east,Blundellsands,Is Blundellsands east of Brinnington and Central?,No,flip_place
Village,east,Childwall,Is Village east of Childwall?,Yes,no_change
Village,east,Childwall,Is Village west of Childwall?,No,replace_dir_token
Sutton New Hall,east,Short Heath,Is Sutton New Hall east of Short Heath?,Yes,no_change
Sutton New Hall,east,Short Heath,Is Short Heath east of Sutton New Hall?,No,flip_place
Central,east,Belle Vale,Is Central east of Belle Vale?,Yes,no_change
Central,east,Belle Vale,Is Belle Vale east of Central?,No,flip_place
Binley and Willenhall,east,Norton,Is Binley and Willenhall east of Norton?,Yes,no_change
Binley and Willenhall,east,Norton,Is Binley and Willenhall west of Norton?,No,replace_dir_token
Town,east,Denby Dale,Is Town east of Denby Dale?,Yes,no_change
Town,east,Denby Dale,Is Denby Dale east of Town?,No,flip_place
Lowton East,east,New Brighton,Is Lowton East east of New Brighton?,Yes,no_change
Lowton East,east,New Brighton,Is New Brighton east of Lowton East?,No,flip_place
Upper Stoke,east,Short Heath,Is Upper Stoke east of Short Heath?,Yes,no_change
Upper Stoke,east,Short Heath,Is Upper Stoke west of Short Heath?,No,replace_dir_token
Rother Vale,east,Rotherham West,Is Rother Vale east of Rotherham West?,Yes,no_change
Rother Vale,east,Rotherham West,Is Rotherham West east of Rother Vale?,No,flip_place
Unsworth,east,St. Gabriels,Is Unsworth east of St. Gabriels?,Yes,no_change
Unsworth,east,St. Gabriels,Is St. Gabriels east of Unsworth?,No,flip_place
Wheatley Hills & Intake,east,Wombwell,Is Wheatley Hills & Intake east of Wombwell?,Yes,no_change
Wheatley Hills & Intake,east,Wombwell,Is Wheatley Hills & Intake west of Wombwell?,No,replace_dir_token
