place1,dis,place2_Y,dir,place2_Z,triplet,question,answer,transition
Hollinwood,close,Offerton Park,west,Orgreave South Yorkshire,"Hollinwood is close Offerton Park, west Orgreave South Yorkshire",Is Offerton Park distant to Hollinwood and west of Orgreave South Yorkshire?,No,flip_place_replace_distance
Hollinwood,distant,Rockingham,east,Sedgley,"Hollinwood is distant Rockingham, east Sedgley",Is Hollinwood distant to Rockingham and east of Sedgley?,Yes,no_change
Hollinwood,distant,Rockingham,east,Sedgley,"Hollinwood is distant Rockingham, east Sedgley",Is Hollinwood close to Rockingham and east of Sedgley?,No,replace_distance
Hollinwood,far,Ouseburn,north,Kingswinford South,"Hollinwood is far Ouseburn, north Kingswinford South",Is Hollinwood far to Ouseburn and north of Kingswinford South?,Yes,no_change
Hollinwood,far,Ouseburn,north,Kingswinford South,"Hollinwood is far Ouseburn, north Kingswinford South",Is Ouseburn near to Hollinwood and north of Kingswinford South?,No,flip_place_replace_distance
Heald Green,near,Woodhouse Park,south,Tonge with the Haulgh,"Heald Green is near Woodhouse Park, south Tonge with the Haulgh",Is Heald Green near to Woodhouse Park and south of Tonge with the Haulgh?,Yes,no_change
Heald Green,near,Woodhouse Park,south,Tonge with the Haulgh,"Heald Green is near Woodhouse Park, south Tonge with the Haulgh",Is Heald Green near to Woodhouse Park and north of Tonge with the Haulgh?,No,replace_direction
Heald Green,close,Marple South,east,Sutton Weaver (civil parish),"Heald Green is close Marple South, east Sutton Weaver (civil parish)",Is Heald Green close to Marple South and east of Sutton Weaver (civil parish)?,Yes,no_change
Heald Green,close,Marple South,east,Sutton Weaver (civil parish),"Heald Green is close Marple South, east Sutton Weaver (civil parish)",Is Heald Green close to Marple South and west of Sutton Weaver (civil parish)?,No,replace_direction
Heald Green,distant,Shevington,west,Airedale and Ferry Fryston,"Heald Green is distant Shevington, west Airedale and Ferry Fryston",Is Heald Green distant to Shevington and west of Airedale and Ferry Fryston?,Yes,no_change
Heald Green,distant,Shevington,west,Airedale and Ferry Fryston,"Heald Green is distant Shevington, west Airedale and Ferry Fryston",Is Shevington close to Heald Green and west of Airedale and Ferry Fryston?,No,flip_place_replace_distance
Heald Green,far,Pallion,north,Woodlands,"Heald Green is far Pallion, north Woodlands",Is Heald Green far to Pallion and north of Woodlands?,Yes,no_change
Heald Green,far,Pallion,north,Woodlands,"Heald Green is far Pallion, north Woodlands",Is Pallion near to Heald Green and north of Woodlands?,No,flip_place_replace_distance
Bidston and St. James,near,Moreton West and Saughall Massie,west,Westhoughton North and Chew Moor,"Bidston and St. James is near Moreton West and Saughall Massie, west Westhoughton North and Chew Moor",Is Bidston and St. James near to Moreton West and Saughall Massie and west of Westhoughton North and Chew Moor?,Yes,no_change
Bidston and St. James,near,Moreton West and Saughall Massie,west,Westhoughton North and Chew Moor,"Bidston and St. James is near Moreton West and Saughall Massie, west Westhoughton North and Chew Moor",Is Moreton West and Saughall Massie far to Bidston and St. James and west of Westhoughton North and Chew Moor?,No,flip_place_replace_distance
Bidston and St. James,close,Park,south,Kew,"Bidston and St. James is close Park, south Kew",Is Bidston and St. James close to Park and south of Kew?,Yes,no_change
Bidston and St. James,close,Park,south,Kew,"Bidston and St. James is close Park, south Kew",Is Bidston and St. James distant to Park and south of Kew?,No,replace_distance
Bidston and St. James,distant,Westhoughton,north,Sherbourne Warwickshire,"Bidston and St. James is distant Westhoughton, north Sherbourne Warwickshire",Is Bidston and St. James distant to Westhoughton and north of Sherbourne Warwickshire?,Yes,no_change
Bidston and St. James,distant,Westhoughton,north,Sherbourne Warwickshire,"Bidston and St. James is distant Westhoughton, north Sherbourne Warwickshire",Is Bidston and St. James distant to Westhoughton and south of Sherbourne Warwickshire?,No,replace_direction
Bidston and St. James,far,Ecclesall,east,West Kirby and Thurstaston,"Bidston and St. James is far Ecclesall, east West Kirby and Thurstaston",Is Bidston and St. James far to Ecclesall and east of West Kirby and Thurstaston?,Yes,no_change
Bidston and St. James,far,Ecclesall,east,West Kirby and Thurstaston,"Bidston and St. James is far Ecclesall, east West Kirby and Thurstaston",Is Bidston and St. James near to Ecclesall and east of West Kirby and Thurstaston?,No,replace_distance
Liversedge and Gomersal,near,Pudsey,south,Washington West,"Liversedge and Gomersal is near Pudsey, south Washington West",Is Liversedge and Gomersal near to Pudsey and south of Washington West?,Yes,no_change
Liversedge and Gomersal,near,Pudsey,south,Washington West,"Liversedge and Gomersal is near Pudsey, south Washington West",Is Pudsey far to Liversedge and Gomersal and south of Washington West?,No,flip_place_replace_distance
Liversedge and Gomersal,close,Ossett,north,Smethwick,"Liversedge and Gomersal is close Ossett, north Smethwick",Is Liversedge and Gomersal close to Ossett and north of Smethwick?,Yes,no_change
Liversedge and Gomersal,close,Ossett,north,Smethwick,"Liversedge and Gomersal is close Ossett, north Smethwick",Is Liversedge and Gomersal close to Ossett and south of Smethwick?,No,replace_direction
Liversedge and Gomersal,distant,Silverwood,east,City Centre,"Liversedge and Gomersal is distant Silverwood, east City Centre",Is Liversedge and Gomersal distant to Silverwood and east of City Centre?,Yes,no_change
Liversedge and Gomersal,distant,Silverwood,east,City Centre,"Liversedge and Gomersal is distant Silverwood, east City Centre",Is Silverwood close to Liversedge and Gomersal and east of City Centre?,No,flip_place_replace_distance
Liversedge and Gomersal,far,Shard End,west,Pontefract North,"Liversedge and Gomersal is far Shard End, west Pontefract North",Is Liversedge and Gomersal far to Shard End and west of Pontefract North?,Yes,no_change
Liversedge and Gomersal,far,Shard End,west,Pontefract North,"Liversedge and Gomersal is far Shard End, west Pontefract North",Is Liversedge and Gomersal near to Shard End and west of Pontefract North?,No,replace_distance
Wakefield East,near,Wrenthorpe and Outwood West,east,Bramhall North,"Wakefield East is near Wrenthorpe and Outwood West, east Bramhall North",Is Wakefield East near to Wrenthorpe and Outwood West and east of Bramhall North?,Yes,no_change
Wakefield East,near,Wrenthorpe and Outwood West,east,Bramhall North,"Wakefield East is near Wrenthorpe and Outwood West, east Bramhall North",Is Wakefield East far to Wrenthorpe and Outwood West and east of Bramhall North?,No,replace_distance
Wakefield East,close,West Ecclesfield,north,West Bromwich Central,"Wakefield East is close West Ecclesfield, north West Bromwich Central",Is Wakefield East close to West Ecclesfield and north of West Bromwich Central?,Yes,no_change
Wakefield East,close,West Ecclesfield,north,West Bromwich Central,"Wakefield East is close West Ecclesfield, north West Bromwich Central",Is Wakefield East distant to West Ecclesfield and north of West Bromwich Central?,No,replace_distance
Wakefield East,distant,Wibsey,south,Millfield,"Wakefield East is distant Wibsey, south Millfield",Is Wakefield East distant to Wibsey and south of Millfield?,Yes,no_change
Wakefield East,distant,Wibsey,south,Millfield,"Wakefield East is distant Wibsey, south Millfield",Is Wakefield East distant to Wibsey and north of Millfield?,No,replace_direction
Wakefield East,far,Weetslade,west,Finningley,"Wakefield East is far Weetslade, west Finningley",Is Wakefield East far to Weetslade and west of Finningley?,Yes,no_change
Wakefield East,far,Weetslade,west,Finningley,"Wakefield East is far Weetslade, west Finningley",Is Weetslade near to Wakefield East and west of Finningley?,No,flip_place_replace_distance
Worsley,close,Bryn,east,Bromborough,"Worsley is close Bryn, east Bromborough",Is Worsley close to Bryn and east of Bromborough?,Yes,no_change
Worsley,close,Bryn,east,Bromborough,"Worsley is close Bryn, east Bromborough",Is Bryn distant to Worsley and east of Bromborough?,No,flip_place_replace_distance
Worsley,distant,Prescot,south,Dene,"Worsley is distant Prescot, south Dene",Is Worsley distant to Prescot and south of Dene?,Yes,no_change
Worsley,distant,Prescot,south,Dene,"Worsley is distant Prescot, south Dene",Is Worsley distant to Prescot and north of Dene?,No,replace_direction
Worsley,far,Wrenthorpe and Outwood West,west,Burmantofts and Richmond Hill,"Worsley is far Wrenthorpe and Outwood West, west Burmantofts and Richmond Hill",Is Worsley far to Wrenthorpe and Outwood West and west of Burmantofts and Richmond Hill?,Yes,no_change
Worsley,far,Wrenthorpe and Outwood West,west,Burmantofts and Richmond Hill,"Worsley is far Wrenthorpe and Outwood West, west Burmantofts and Richmond Hill",Is Worsley near to Wrenthorpe and Outwood West and west of Burmantofts and Richmond Hill?,No,replace_distance
Worsley Mesnes,near,Bryn,west,Davyhulme East,"Worsley Mesnes is near Bryn, west Davyhulme East",Is Worsley Mesnes near to Bryn and west of Davyhulme East?,Yes,no_change
Worsley Mesnes,near,Bryn,west,Davyhulme East,"Worsley Mesnes is near Bryn, west Davyhulme East",Is Bryn far to Worsley Mesnes and west of Davyhulme East?,No,flip_place_replace_distance
Worsley Mesnes,close,Sutton Weaver (civil parish),south,Horsley Hill,"Worsley Mesnes is close Sutton Weaver (civil parish), south Horsley Hill",Is Worsley Mesnes close to Sutton Weaver (civil parish) and south of Horsley Hill?,Yes,no_change
Worsley Mesnes,close,Sutton Weaver (civil parish),south,Horsley Hill,"Worsley Mesnes is close Sutton Weaver (civil parish), south Horsley Hill",Is Worsley Mesnes distant to Sutton Weaver (civil parish) and south of Horsley Hill?,No,replace_distance
Worsley Mesnes,distant,Picton Cheshire,east,Princes Park,"Worsley Mesnes is distant Picton Cheshire, east Princes Park",Is Worsley Mesnes distant to Picton Cheshire and east of Princes Park?,Yes,no_change
Worsley Mesnes,distant,Picton Cheshire,east,Princes Park,"Worsley Mesnes is distant Picton Cheshire, east Princes Park",Is Picton Cheshire close to Worsley Mesnes and east of Princes Park?,No,flip_place_replace_distance
Worsley Mesnes,far,Sprotbrough and Cusworth,north,Ladywood,"Worsley Mesnes is far Sprotbrough and Cusworth, north Ladywood",Is Worsley Mesnes far to Sprotbrough and Cusworth and north of Ladywood?,Yes,no_change
Worsley Mesnes,far,Sprotbrough and Cusworth,north,Ladywood,"Worsley Mesnes is far Sprotbrough and Cusworth, north Ladywood",Is Worsley Mesnes far to Sprotbrough and Cusworth and south of Ladywood?,No,replace_direction
Erdington,near,South Yardley,south,Chadderton Central,"Erdington is near South Yardley, south Chadderton Central",Is Erdington near to South Yardley and south of Chadderton Central?,Yes,no_change
Erdington,near,South Yardley,south,Chadderton Central,"Erdington is near South Yardley, south Chadderton Central",Is Erdington far to South Yardley and south of Chadderton Central?,No,replace_distance
Erdington,close,St. Pauls,east,St. Matthew's,"Erdington is close St. Pauls, east St. Matthew's",Is Erdington close to St. Pauls and east of St. Matthew's?,Yes,no_change
Erdington,close,St. Pauls,east,St. Matthew's,"Erdington is close St. Pauls, east St. Matthew's",Is Erdington close to St. Pauls and west of St. Matthew's?,No,replace_direction
Erdington,distant,Westwood,west,Henley,"Erdington is distant Westwood, west Henley",Is Erdington distant to Westwood and west of Henley?,Yes,no_change
Erdington,distant,Westwood,west,Henley,"Erdington is distant Westwood, west Henley",Is Erdington close to Westwood and west of Henley?,No,replace_distance
Erdington,far,Wyke,north,Shirley East,"Erdington is far Wyke, north Shirley East",Is Erdington far to Wyke and north of Shirley East?,Yes,no_change
Erdington,far,Wyke,north,Shirley East,"Erdington is far Wyke, north Shirley East",Is Erdington near to Wyke and north of Shirley East?,No,replace_distance
Heatons South,near,Manor,north,Silhill,"Heatons South is near Manor, north Silhill",Is Heatons South near to Manor and north of Silhill?,Yes,no_change
Heatons South,near,Manor,north,Silhill,"Heatons South is near Manor, north Silhill",Is Manor far to Heatons South and north of Silhill?,No,flip_place_replace_distance
Heatons South,close,Little Lever and Darcy Lever,east,Sutton Weaver (civil parish),"Heatons South is close Little Lever and Darcy Lever, east Sutton Weaver (civil parish)",Is Heatons South close to Little Lever and Darcy Lever and east of Sutton Weaver (civil parish)?,Yes,no_change
Heatons South,close,Little Lever and Darcy Lever,east,Sutton Weaver (civil parish),"Heatons South is close Little Lever and Darcy Lever, east Sutton Weaver (civil parish)",Is Heatons South close to Little Lever and Darcy Lever and west of Sutton Weaver (civil parish)?,No,replace_direction
Heatons South,distant,Bold St Helens,south,Milkstone and Deeplish,"Heatons South is distant Bold St Helens, south Milkstone and Deeplish",Is Heatons South distant to Bold St Helens and south of Milkstone and Deeplish?,Yes,no_change
Heatons South,distant,Bold St Helens,south,Milkstone and Deeplish,"Heatons South is distant Bold St Helens, south Milkstone and Deeplish",Is Bold St Helens close to Heatons South and south of Milkstone and Deeplish?,No,flip_place_replace_distance
Heatons South,far,Rother Vale,west,Birley,"Heatons South is far Rother Vale, west Birley",Is Heatons South far to Rother Vale and west of Birley?,Yes,no_change
Heatons South,far,Rother Vale,west,Birley,"Heatons South is far Rother Vale, west Birley",Is Heatons South far to Rother Vale and east of Birley?,No,replace_direction
Washington West,near,Windy Nook and Whitehills,north,Bradford,"Washington West is near Windy Nook and Whitehills, north Bradford",Is Washington West near to Windy Nook and Whitehills and north of Bradford?,Yes,no_change
Washington West,near,Windy Nook and Whitehills,north,Bradford,"Washington West is near Windy Nook and Whitehills, north Bradford",Is Washington West far to Windy Nook and Whitehills and north of Bradford?,No,replace_distance
Washington West,close,Woolsington,south,St. Mary's,"Washington West is close Woolsington, south St. Mary's",Is Washington West close to Woolsington and south of St. Mary's?,Yes,no_change
Washington West,close,Woolsington,south,St. Mary's,"Washington West is close Woolsington, south St. Mary's",Is Woolsington distant to Washington West and south of St. Mary's?,No,flip_place_replace_distance
