place1,dir,place2_Y,top,place2_Z,triplet,question,answer,transition
County,south,Ouseburn,borders,Warbreck,"County is south Ouseburn, borders Warbreck",Is County south of Ouseburn and borders Warbreck?,Yes,no_change
County,south,Ouseburn,borders,Warbreck,"County is south Ouseburn, borders Warbreck",Is Warbreck south of Ouseburn and borders County?,No,flip_place_z
Wakefield East,east,Leigh South,within,City of Wakefield,"Wakefield East is east Leigh South, within City of Wakefield",Is Wakefield East east of Leigh South and within City of Wakefield?,Yes,no_change
Wakefield East,east,Leigh South,within,City of Wakefield,"Wakefield East is east Leigh South, within City of Wakefield",Is Wakefield East west of Leigh South and within City of Wakefield?,No,replace_dir_token
Wakefield East,south,Roundhay,borders,Wakefield South,"Wakefield East is south Roundhay, borders Wakefield South",Is Wakefield East south of Roundhay and borders Wakefield South?,Yes,no_change
Wakefield East,south,Roundhay,borders,Wakefield South,"Wakefield East is south Roundhay, borders Wakefield South",Is Wakefield South south of Roundhay and borders Wakefield East?,No,flip_place_z
Worsley Mesnes,west,Waterhead,within,Metropolitan Borough of Wigan,"Worsley Mesnes is west Waterhead, within Metropolitan Borough of Wigan",Is Worsley Mesnes west of Waterhead and within Metropolitan Borough of Wigan?,Yes,no_change
Worsley Mesnes,west,Waterhead,within,Metropolitan Borough of Wigan,"Worsley Mesnes is west Waterhead, within Metropolitan Borough of Wigan",Is Metropolitan Borough of Wigan west of Waterhead and within Worsley Mesnes?,No,flip_place_z
Worsley Mesnes,east,St. Oswald,borders,Ince,"Worsley Mesnes is east St. Oswald, borders Ince",Is Worsley Mesnes east of St. Oswald and borders Ince?,Yes,no_change
Worsley Mesnes,east,St. Oswald,borders,Ince,"Worsley Mesnes is east St. Oswald, borders Ince",Is St. Oswald east of Worsley Mesnes and borders Ince?,No,flip_place_y
Heald Green,south,Horsley Hill,within,North West Euro Region,"Heald Green is south Horsley Hill, within North West Euro Region",Is Heald Green south of Horsley Hill and within North West Euro Region?,Yes,no_change
Heald Green,south,Horsley Hill,within,North West Euro Region,"Heald Green is south Horsley Hill, within North West Euro Region",Is Horsley Hill south of Heald Green and within North West Euro Region?,No,flip_place_y
Heald Green,east,Standish with Langtree,borders,Cheadle Hulme South,"Heald Green is east Standish with Langtree, borders Cheadle Hulme South",Is Heald Green east of Standish with Langtree and borders Cheadle Hulme South?,Yes,no_change
Heald Green,east,Standish with Langtree,borders,Cheadle Hulme South,"Heald Green is east Standish with Langtree, borders Cheadle Hulme South",Is Standish with Langtree east of Heald Green and borders Cheadle Hulme South?,No,flip_place_y
Boldon Colliery,north,Church,within,North East Euro Region,"Boldon Colliery is north Church, within North East Euro Region",Is Boldon Colliery north of Church and within North East Euro Region?,Yes,no_change
Boldon Colliery,north,Church,within,North East Euro Region,"Boldon Colliery is north Church, within North East Euro Region",Is Boldon Colliery south of Church and within North East Euro Region?,No,replace_dir_token
Boldon Colliery,east,Windy Nook and Whitehills,borders,Castle Eden,"Boldon Colliery is east Windy Nook and Whitehills, borders Castle Eden",Is Boldon Colliery east of Windy Nook and Whitehills and borders Castle Eden?,Yes,no_change
Boldon Colliery,east,Windy Nook and Whitehills,borders,Castle Eden,"Boldon Colliery is east Windy Nook and Whitehills, borders Castle Eden",Is Windy Nook and Whitehills east of Boldon Colliery and borders Castle Eden?,No,flip_place_y
Walkley,east,Besses,within,Sheffield,"Walkley is east Besses, within Sheffield",Is Walkley east of Besses and within Sheffield?,Yes,no_change
Walkley,east,Besses,within,Sheffield,"Walkley is east Besses, within Sheffield",Is Besses east of Walkley and within Sheffield?,No,flip_place_y
Walkley,south,Bowling and Barkerend,borders,Stannington,"Walkley is south Bowling and Barkerend, borders Stannington",Is Walkley south of Bowling and Barkerend and borders Stannington?,Yes,no_change
Walkley,south,Bowling and Barkerend,borders,Stannington,"Walkley is south Bowling and Barkerend, borders Stannington",Is Bowling and Barkerend south of Walkley and borders Stannington?,No,flip_place_y
Streetly,south,Wakefield East,within,Metropolitan Borough of Walsall,"Streetly is south Wakefield East, within Metropolitan Borough of Walsall",Is Streetly south of Wakefield East and within Metropolitan Borough of Walsall?,Yes,no_change
Streetly,south,Wakefield East,within,Metropolitan Borough of Walsall,"Streetly is south Wakefield East, within Metropolitan Borough of Walsall",Is Metropolitan Borough of Walsall south of Wakefield East and within Streetly?,No,flip_place_z
Streetly,east,Castle and Priory,borders,Aldridge Central and South,"Streetly is east Castle and Priory, borders Aldridge Central and South",Is Streetly east of Castle and Priory and borders Aldridge Central and South?,Yes,no_change
Streetly,east,Castle and Priory,borders,Aldridge Central and South,"Streetly is east Castle and Priory, borders Aldridge Central and South",Is Castle and Priory east of Streetly and borders Aldridge Central and South?,No,flip_place_y
Guiseley and Rawdon,east,Windle St Helens,within,County Borough of Leeds,"Guiseley and Rawdon is east Windle St Helens, within County Borough of Leeds",Is Guiseley and Rawdon east of Windle St Helens and within County Borough of Leeds?,Yes,no_change
Guiseley and Rawdon,east,Windle St Helens,within,County Borough of Leeds,"Guiseley and Rawdon is east Windle St Helens, within County Borough of Leeds",Is Guiseley and Rawdon west of Windle St Helens and within County Borough of Leeds?,No,replace_dir_token
Guiseley and Rawdon,south,Winlaton and High Spen,borders,Idle and Thackley,"Guiseley and Rawdon is south Winlaton and High Spen, borders Idle and Thackley",Is Guiseley and Rawdon south of Winlaton and High Spen and borders Idle and Thackley?,Yes,no_change
Guiseley and Rawdon,south,Winlaton and High Spen,borders,Idle and Thackley,"Guiseley and Rawdon is south Winlaton and High Spen, borders Idle and Thackley",Is Guiseley and Rawdon north of Winlaton and High Spen and borders Idle and Thackley?,No,replace_dir_token
Werneth,north,Chorlton Park,within,Metropolitan Borough of Oldham,"Werneth is north Chorlton Park, within Metropolitan Borough of Oldham",Is Werneth north of Chorlton Park and within Metropolitan Borough of Oldham?,Yes,no_change
Werneth,north,Chorlton Park,within,Metropolitan Borough of Oldham,"Werneth is north Chorlton Park, within Metropolitan Borough of Oldham",Is Werneth south of Chorlton Park and within Metropolitan Borough of Oldham?,No,replace_dir_token
Werneth,south,Shipley,borders,Chadderton Central,"Werneth is south Shipley, borders Chadderton Central",Is Werneth south of Shipley and borders Chadderton Central?,Yes,no_change
Werneth,south,Shipley,borders,Chadderton Central,"Werneth is south Shipley, borders Chadderton Central",Is Shipley south of Werneth and borders Chadderton Central?,No,flip_place_y
Fulwell,north,Dewsbury West,within,North East Euro Region,"Fulwell is north Dewsbury West, within North East Euro Region",Is Fulwell north of Dewsbury West and within North East Euro Region?,Yes,no_change
Fulwell,north,Dewsbury West,within,North East Euro Region,"Fulwell is north Dewsbury West, within North East Euro Region",Is Dewsbury West north of Fulwell and within North East Euro Region?,No,flip_place_y
Fulwell,east,Walker,borders,Whitburn and Marsden,"Fulwell is east Walker, borders Whitburn and Marsden",Is Fulwell east of Walker and borders Whitburn and Marsden?,Yes,no_change
Fulwell,east,Walker,borders,Whitburn and Marsden,"Fulwell is east Walker, borders Whitburn and Marsden",Is Fulwell west of Walker and borders Whitburn and Marsden?,No,replace_dir_token
Nechells,east,Pedmore and Stourbridge East,within,West Midlands Euro Region,"Nechells is east Pedmore and Stourbridge East, within West Midlands Euro Region",Is Nechells east of Pedmore and Stourbridge East and within West Midlands Euro Region?,Yes,no_change
Nechells,east,Pedmore and Stourbridge East,within,West Midlands Euro Region,"Nechells is east Pedmore and Stourbridge East, within West Midlands Euro Region",Is Nechells west of Pedmore and Stourbridge East and within West Midlands Euro Region?,No,replace_dir_token
Nechells,south,Hemsworth,borders,Bordesley Green,"Nechells is south Hemsworth, borders Bordesley Green",Is Nechells south of Hemsworth and borders Bordesley Green?,Yes,no_change
Nechells,south,Hemsworth,borders,Bordesley Green,"Nechells is south Hemsworth, borders Bordesley Green",Is Hemsworth south of Nechells and borders Bordesley Green?,No,flip_place_y
Bournville,south,Willenhall South,within,Birmingham,"Bournville is south Willenhall South, within Birmingham",Is Bournville south of Willenhall South and within Birmingham?,Yes,no_change
Bournville,south,Willenhall South,within,Birmingham,"Bournville is south Willenhall South, within Birmingham",Is Bournville south of Willenhall South and borders Birmingham?,No,replace_top_token
Bournville,east,Amblecote,borders,Selly Oak,"Bournville is east Amblecote, borders Selly Oak",Is Bournville east of Amblecote and borders Selly Oak?,Yes,no_change
Bournville,east,Amblecote,borders,Selly Oak,"Bournville is east Amblecote, borders Selly Oak",Is Bournville east of Amblecote and within Selly Oak?,No,replace_top_token
Moortown,north,Tettenhall Regis,within,Yorkshire and the Humber Euro Region,"Moortown is north Tettenhall Regis, within Yorkshire and the Humber Euro Region",Is Moortown north of Tettenhall Regis and within Yorkshire and the Humber Euro Region?,Yes,no_change
Moortown,north,Tettenhall Regis,within,Yorkshire and the Humber Euro Region,"Moortown is north Tettenhall Regis, within Yorkshire and the Humber Euro Region",Is Moortown north of Tettenhall Regis and borders Yorkshire and the Humber Euro Region?,No,replace_top_token
Moortown,east,Milnrow and Newhey,borders,Weetwood,"Moortown is east Milnrow and Newhey, borders Weetwood",Is Moortown east of Milnrow and Newhey and borders Weetwood?,Yes,no_change
Moortown,east,Milnrow and Newhey,borders,Weetwood,"Moortown is east Milnrow and Newhey, borders Weetwood",Is Moortown east of Milnrow and Newhey and within Weetwood?,No,replace_top_token
Gipton and Harehills,east,Irlam,within,County Borough of Leeds,"Gipton and Harehills is east Irlam, within County Borough of Leeds",Is Gipton and Harehills east of Irlam and within County Borough of Leeds?,Yes,no_change
Gipton and Harehills,east,Irlam,within,County Borough of Leeds,"Gipton and Harehills is east Irlam, within County Borough of Leeds",Is County Borough of Leeds east of Irlam and within Gipton and Harehills?,No,flip_place_z
Gipton and Harehills,north,Maltby South Yorkshire,borders,City and Hunslet,"Gipton and Harehills is north Maltby South Yorkshire, borders City and Hunslet",Is Gipton and Harehills north of Maltby South Yorkshire and borders City and Hunslet?,Yes,no_change
Gipton and Harehills,north,Maltby South Yorkshire,borders,City and Hunslet,"Gipton and Harehills is north Maltby South Yorkshire, borders City and Hunslet",Is Gipton and Harehills south of Maltby South Yorkshire and borders City and Hunslet?,No,replace_dir_token
Birkdale,north,Westwood,within,North West Euro Region,"Birkdale is north Westwood, within North West Euro Region",Is Birkdale north of Westwood and within North West Euro Region?,Yes,no_change
Birkdale,north,Westwood,within,North West Euro Region,"Birkdale is north Westwood, within North West Euro Region",Is North West Euro Region north of Westwood and within Birkdale?,No,flip_place_z
Birkdale,west,Wakefield South,borders,Duke's,"Birkdale is west Wakefield South, borders Duke's",Is Birkdale west of Wakefield South and borders Duke's?,Yes,no_change
Birkdale,west,Wakefield South,borders,Duke's,"Birkdale is west Wakefield South, borders Duke's",Is Birkdale east of Wakefield South and borders Duke's?,No,replace_dir_token
Didsbury West,south,Houghton,within,Manchester,"Didsbury West is south Houghton, within Manchester",Is Didsbury West south of Houghton and within Manchester?,Yes,no_change
Didsbury West,south,Houghton,within,Manchester,"Didsbury West is south Houghton, within Manchester",Is Didsbury West north of Houghton and within Manchester?,No,replace_dir_token
Didsbury West,north,Wednesfield South,borders,Withington,"Didsbury West is north Wednesfield South, borders Withington",Is Didsbury West north of Wednesfield South and borders Withington?,Yes,no_change
Didsbury West,north,Wednesfield South,borders,Withington,"Didsbury West is north Wednesfield South, borders Withington",Is Wednesfield South north of Didsbury West and borders Withington?,No,flip_place_y
Monkseaton North,east,North Jesmond,within,North Tyneside,"Monkseaton North is east North Jesmond, within North Tyneside",Is Monkseaton North east of North Jesmond and within North Tyneside?,Yes,no_change
Monkseaton North,east,North Jesmond,within,North Tyneside,"Monkseaton North is east North Jesmond, within North Tyneside",Is North Jesmond east of Monkseaton North and within North Tyneside?,No,flip_place_y
Monkseaton North,north,Hoyland Milton,borders,Monkseaton South,"Monkseaton North is north Hoyland Milton, borders Monkseaton South",Is Monkseaton North north of Hoyland Milton and borders Monkseaton South?,Yes,no_change
Monkseaton North,north,Hoyland Milton,borders,Monkseaton South,"Monkseaton North is north Hoyland Milton, borders Monkseaton South",Is Monkseaton North south of Hoyland Milton and borders Monkseaton South?,No,replace_dir_token
