place1,dir,place2_Y,top,place2_Z,dis,place2_W,triplet,question,answer,transition
Lyndon,north,Shirley East,within,Metropolitan Borough of Solihull,distant,Wednesfield North,"Lyndon is within Metropolitan Borough of Solihull, distant to Wednesfield North, and north of Shirley East",Is Lyndon within Metropolitan Borough of Solihull and distant to Wednesfield North and north of Shirley East?,Yes,no_change
Lyndon,north,Shirley East,within,Metropolitan Borough of Solihull,distant,Wednesfield North,"Lyndon is within Metropolitan Borough of Solihull, distant to Wednesfield North, and north of Shirley East",Is Lyndon within Metropolitan Borough of Solihull and close to Wednesfield North and north of Shirley East?,No,replace_dis_token
Kirkburton,north,Moseley and Kings Heath,within,Kirklees,distant,Wickersley,"Kirkburton is within Kirklees, distant to Wickersley, and north of Moseley and Kings Heath",Is Kirkburton within Kirklees and distant to Wickersley and north of Moseley and Kings Heath?,Yes,no_change
Kirkburton,north,Moseley and Kings Heath,within,Kirklees,distant,Wickersley,"Kirkburton is within Kirklees, distant to Wickersley, and north of Moseley and Kings Heath",Is Kirklees within Kirkburton and distant to Wickersley and north of Moseley and Kings Heath?,No,flip_place
Wednesfield North,north,Old Warley,within,West Midlands Euro Region,distant,Bickenhill,"Wednesfield North is within West Midlands Euro Region, distant to Bickenhill, and north of Old Warley",Is Wednesfield North within West Midlands Euro Region and distant to Bickenhill and north of Old Warley?,Yes,no_change
Wednesfield North,north,Old Warley,within,West Midlands Euro Region,distant,Bickenhill,"Wednesfield North is within West Midlands Euro Region, distant to Bickenhill, and north of Old Warley",Is Wednesfield North within West Midlands Euro Region and close to Bickenhill and north of Old Warley?,No,replace_dis_token
Victoria,north,Birchills Leamore,within,Metropolitan Borough of Sefton,distant,Westhoughton,"Victoria is within Metropolitan Borough of Sefton, distant to Westhoughton, and north of Birchills Leamore",Is Victoria within Metropolitan Borough of Sefton and distant to Westhoughton and north of Birchills Leamore?,Yes,no_change
Victoria,north,Birchills Leamore,within,Metropolitan Borough of Sefton,distant,Westhoughton,"Victoria is within Metropolitan Borough of Sefton, distant to Westhoughton, and north of Birchills Leamore",Is Victoria within Metropolitan Borough of Sefton and close to Westhoughton and north of Birchills Leamore?,No,replace_dis_token
Stechford and Yardley North,north,Brandwood,within,West Midlands Euro Region,distant,Upper Stoke,"Stechford and Yardley North is within West Midlands Euro Region, distant to Upper Stoke, and north of Brandwood",Is Stechford and Yardley North within West Midlands Euro Region and distant to Upper Stoke and north of Brandwood?,Yes,no_change
Stechford and Yardley North,north,Brandwood,within,West Midlands Euro Region,distant,Upper Stoke,"Stechford and Yardley North is within West Midlands Euro Region, distant to Upper Stoke, and north of Brandwood",Is Stechford and Yardley North within West Midlands Euro Region and distant to Upper Stoke and south of Brandwood?,No,replace_dir_token
Greetland and Stainland,north,Rusholme,within,Yorkshire and the Humber Euro Region,distant,Stannington,"Greetland and Stainland is within Yorkshire and the Humber Euro Region, distant to Stannington, and north of Rusholme",Is Greetland and Stainland within Yorkshire and the Humber Euro Region and distant to Stannington and north of Rusholme?,Yes,no_change
Greetland and Stainland,north,Rusholme,within,Yorkshire and the Humber Euro Region,distant,Stannington,"Greetland and Stainland is within Yorkshire and the Humber Euro Region, distant to Stannington, and north of Rusholme",Is Greetland and Stainland within Yorkshire and the Humber Euro Region and close to Stannington and north of Rusholme?,No,replace_dis_token
Bramhall North,north,Rowley,within,Metropolitan Borough of Stockport,distant,Molyneux,"Bramhall North is within Metropolitan Borough of Stockport, distant to Molyneux, and north of Rowley",Is Bramhall North within Metropolitan Borough of Stockport and distant to Molyneux and north of Rowley?,Yes,no_change
Bramhall North,north,Rowley,within,Metropolitan Borough of Stockport,distant,Molyneux,"Bramhall North is within Metropolitan Borough of Stockport, distant to Molyneux, and north of Rowley",Is Bramhall North within Metropolitan Borough of Stockport and distant to Molyneux and south of Rowley?,No,replace_dir_token
Davyhulme West,north,Blakenall,within,Trafford,distant,Saddleworth West and Lees,"Davyhulme West is within Trafford, distant to Saddleworth West and Lees, and north of Blakenall",Is Davyhulme West within Trafford and distant to Saddleworth West and Lees and north of Blakenall?,Yes,no_change
Davyhulme West,north,Blakenall,within,Trafford,distant,Saddleworth West and Lees,"Davyhulme West is within Trafford, distant to Saddleworth West and Lees, and north of Blakenall",Is Davyhulme West within Trafford and close to Saddleworth West and Lees and north of Blakenall?,No,replace_dis_token
Pontefract North,north,Bloxwich West,within,Yorkshire and the Humber Euro Region,distant,Denby Dale,"Pontefract North is within Yorkshire and the Humber Euro Region, distant to Denby Dale, and north of Bloxwich West",Is Pontefract North within Yorkshire and the Humber Euro Region and distant to Denby Dale and north of Bloxwich West?,Yes,no_change
Pontefract North,north,Bloxwich West,within,Yorkshire and the Humber Euro Region,distant,Denby Dale,"Pontefract North is within Yorkshire and the Humber Euro Region, distant to Denby Dale, and north of Bloxwich West",Does Pontefract North border Yorkshire and the Humber Euro Region and distant to Denby Dale and north of Bloxwich West?,No,replace_top_token
St. Helens,north,Nether Edge & Sharrow,within,Metropolitan Borough of Barnsley,distant,Dinnington St. John's,"St. Helens is within Metropolitan Borough of Barnsley, distant to Dinnington St. John's, and north of Nether Edge & Sharrow",Is St. Helens within Metropolitan Borough of Barnsley and distant to Dinnington St. John's and north of Nether Edge & Sharrow?,Yes,no_change
St. Helens,north,Nether Edge & Sharrow,within,Metropolitan Borough of Barnsley,distant,Dinnington St. John's,"St. Helens is within Metropolitan Borough of Barnsley, distant to Dinnington St. John's, and north of Nether Edge & Sharrow",Is St. Helens within Metropolitan Borough of Barnsley and distant to Dinnington St. John's and south of Nether Edge & Sharrow?,No,replace_dir_token
Baildon,north,Central Rochdale,within,City of Bradford,distant,Normanton West Yorkshire,"Baildon is within City of Bradford, distant to Normanton West Yorkshire, and north of Central Rochdale",Is Baildon within City of Bradford and distant to Normanton West Yorkshire and north of Central Rochdale?,Yes,no_change
Baildon,north,Central Rochdale,within,City of Bradford,distant,Normanton West Yorkshire,"Baildon is within City of Bradford, distant to Normanton West Yorkshire, and north of Central Rochdale",Is City of Bradford within Baildon and distant to Normanton West Yorkshire and north of Central Rochdale?,No,flip_place
Tickhill & Wadsworth,north,Selly Oak,within,Yorkshire and the Humber Euro Region,far,Upton,"Tickhill & Wadsworth is within Yorkshire and the Humber Euro Region, far to Upton, and north of Selly Oak",Is Tickhill & Wadsworth within Yorkshire and the Humber Euro Region and far to Upton and north of Selly Oak?,Yes,no_change
Tickhill & Wadsworth,north,Selly Oak,within,Yorkshire and the Humber Euro Region,far,Upton,"Tickhill & Wadsworth is within Yorkshire and the Humber Euro Region, far to Upton, and north of Selly Oak",Is Tickhill & Wadsworth within Yorkshire and the Humber Euro Region and far to Upton and south of Selly Oak?,No,replace_dir_token
Brinsworth and Catcliffe,north,Birley,within,Yorkshire and the Humber Euro Region,far,Nechells,"Brinsworth and Catcliffe is within Yorkshire and the Humber Euro Region, far to Nechells, and north of Birley",Is Brinsworth and Catcliffe within Yorkshire and the Humber Euro Region and far to Nechells and north of Birley?,Yes,no_change
Brinsworth and Catcliffe,north,Birley,within,Yorkshire and the Humber Euro Region,far,Nechells,"Brinsworth and Catcliffe is within Yorkshire and the Humber Euro Region, far to Nechells, and north of Birley",Is Brinsworth and Catcliffe within Yorkshire and the Humber Euro Region and far to Nechells and south of Birley?,No,replace_dir_token
Stockland Green,north,Ladywood,within,West Midlands Euro Region,far,Woodhouse Park,"Stockland Green is within West Midlands Euro Region, far to Woodhouse Park, and north of Ladywood",Is Stockland Green within West Midlands Euro Region and far to Woodhouse Park and north of Ladywood?,Yes,no_change
Stockland Green,north,Ladywood,within,West Midlands Euro Region,far,Woodhouse Park,"Stockland Green is within West Midlands Euro Region, far to Woodhouse Park, and north of Ladywood",Is Stockland Green within West Midlands Euro Region and near to Woodhouse Park and north of Ladywood?,No,replace_dis_token
Saddleworth North,north,Old Warley,within,Metropolitan Borough of Oldham,far,Wallasey,"Saddleworth North is within Metropolitan Borough of Oldham, far to Wallasey, and north of Old Warley",Is Saddleworth North within Metropolitan Borough of Oldham and far to Wallasey and north of Old Warley?,Yes,no_change
Saddleworth North,north,Old Warley,within,Metropolitan Borough of Oldham,far,Wallasey,"Saddleworth North is within Metropolitan Borough of Oldham, far to Wallasey, and north of Old Warley",Is Metropolitan Borough of Oldham within Saddleworth North and far to Wallasey and north of Old Warley?,No,flip_place
Shaw,north,Stechford and Yardley North,within,Metropolitan Borough of Oldham,far,St. Oswald,"Shaw is within Metropolitan Borough of Oldham, far to St. Oswald, and north of Stechford and Yardley North",Is Shaw within Metropolitan Borough of Oldham and far to St. Oswald and north of Stechford and Yardley North?,Yes,no_change
Shaw,north,Stechford and Yardley North,within,Metropolitan Borough of Oldham,far,St. Oswald,"Shaw is within Metropolitan Borough of Oldham, far to St. Oswald, and north of Stechford and Yardley North",Does Shaw border Metropolitan Borough of Oldham and far to St. Oswald and north of Stechford and Yardley North?,No,replace_top_token
Horwich and Blackrod,north,Woodlands,within,North West Euro Region,far,Lye and Stourbridge North,"Horwich and Blackrod is within North West Euro Region, far to Lye and Stourbridge North, and north of Woodlands",Is Horwich and Blackrod within North West Euro Region and far to Lye and Stourbridge North and north of Woodlands?,Yes,no_change
Horwich and Blackrod,north,Woodlands,within,North West Euro Region,far,Lye and Stourbridge North,"Horwich and Blackrod is within North West Euro Region, far to Lye and Stourbridge North, and north of Woodlands",Is Horwich and Blackrod within North West Euro Region and far to Lye and Stourbridge North and south of Woodlands?,No,replace_dir_token
Shipley,north,Davenport and Cale Green,within,Yorkshire and the Humber Euro Region,far,Spring Vale,"Shipley is within Yorkshire and the Humber Euro Region, far to Spring Vale, and north of Davenport and Cale Green",Is Shipley within Yorkshire and the Humber Euro Region and far to Spring Vale and north of Davenport and Cale Green?,Yes,no_change
Shipley,north,Davenport and Cale Green,within,Yorkshire and the Humber Euro Region,far,Spring Vale,"Shipley is within Yorkshire and the Humber Euro Region, far to Spring Vale, and north of Davenport and Cale Green",Is Yorkshire and the Humber Euro Region within Shipley and far to Spring Vale and north of Davenport and Cale Green?,No,flip_place
Dunston Hill and Whickham East,north,Bradford Moor,within,Metropolitan Borough of Gateshead,far,Spring Vale,"Dunston Hill and Whickham East is within Metropolitan Borough of Gateshead, far to Spring Vale, and north of Bradford Moor",Is Dunston Hill and Whickham East within Metropolitan Borough of Gateshead and far to Spring Vale and north of Bradford Moor?,Yes,no_change
