place1,top,place2_Y,dis,place2_Z,triplet,question,answer,transition
Elmdon,borders,Sheldon,near,Hodge Hill,"Elmdon is borders Sheldon, near Hodge Hill",Does Sheldon borders Elmdon and near to Hodge Hill?,No,flip_place
Elmdon,borders,Sheldon,close,Sherbourne Warwickshire,"Elmdon is borders Sheldon, close Sherbourne Warwickshire",Does Elmdon borders Sheldon and close to Sherbourne Warwickshire?,Yes,no_change
Elmdon,borders,Sheldon,close,Sherbourne Warwickshire,"Elmdon is borders Sheldon, close Sherbourne Warwickshire",Is Elmdon within Sheldon and close to Sherbourne Warwickshire?,No,replace_top_token
Urmston,within,Trafford,distant,Prescot,"Urmston is within Trafford, distant Prescot",Is Urmston within Trafford and distant to Prescot?,Yes,no_change
Urmston,within,Trafford,distant,Prescot,"Urmston is within Trafford, distant Prescot",Is Urmston within Trafford and close to Prescot?,No,replace_dis_token
Urmston,within,Trafford,far,Weetwood,"Urmston is within Trafford, far Weetwood",Is Urmston within Trafford and far to Weetwood?,Yes,no_change
Urmston,within,Trafford,far,Weetwood,"Urmston is within Trafford, far Weetwood",Does Urmston borders Trafford and far to Weetwood?,No,replace_top_token
Urmston,borders,Davyhulme East,near,Weaste and Seedley,"Urmston is borders Davyhulme East, near Weaste and Seedley",Does Urmston borders Davyhulme East and near to Weaste and Seedley?,Yes,no_change
Urmston,borders,Davyhulme East,near,Weaste and Seedley,"Urmston is borders Davyhulme East, near Weaste and Seedley",Is Urmston within Davyhulme East and near to Weaste and Seedley?,No,replace_top_token
Urmston,borders,Davyhulme East,close,Whalley Range,"Urmston is borders Davyhulme East, close Whalley Range",Does Urmston borders Davyhulme East and close to Whalley Range?,Yes,no_change
Urmston,borders,Davyhulme East,close,Whalley Range,"Urmston is borders Davyhulme East, close Whalley Range",Does Urmston borders Davyhulme East and distant to Whalley Range?,No,replace_dis_token
Wavertree,within,Liverpool,distant,Weaste and Seedley,"Wavertree is within Liverpool, distant Weaste and Seedley",Is Wavertree within Liverpool and distant to Weaste and Seedley?,Yes,no_change
Wavertree,within,Liverpool,distant,Weaste and Seedley,"Wavertree is within Liverpool, distant Weaste and Seedley",Is Liverpool within Wavertree and distant to Weaste and Seedley?,No,flip_place
Wavertree,within,Liverpool,far,West Bromwich Central,"Wavertree is within Liverpool, far West Bromwich Central",Is Wavertree within Liverpool and far to West Bromwich Central?,Yes,no_change
Wavertree,within,Liverpool,far,West Bromwich Central,"Wavertree is within Liverpool, far West Bromwich Central",Is Liverpool within Wavertree and far to West Bromwich Central?,No,flip_place
Wavertree,borders,Church,near,Yew Tree,"Wavertree is borders Church, near Yew Tree",Does Wavertree borders Church and near to Yew Tree?,Yes,no_change
Wavertree,borders,Church,near,Yew Tree,"Wavertree is borders Church, near Yew Tree",Is Wavertree within Church and near to Yew Tree?,No,replace_top_token
Wavertree,borders,Church,close,Rainhill,"Wavertree is borders Church, close Rainhill",Does Wavertree borders Church and close to Rainhill?,Yes,no_change
Wavertree,borders,Church,close,Rainhill,"Wavertree is borders Church, close Rainhill",Is Wavertree within Church and close to Rainhill?,No,replace_top_token
Sitwell,within,Yorkshire and the Humber Euro Region,distant,Armthorpe,"Sitwell is within Yorkshire and the Humber Euro Region, distant Armthorpe",Is Sitwell within Yorkshire and the Humber Euro Region and distant to Armthorpe?,Yes,no_change
Sitwell,within,Yorkshire and the Humber Euro Region,distant,Armthorpe,"Sitwell is within Yorkshire and the Humber Euro Region, distant Armthorpe",Is Sitwell within Yorkshire and the Humber Euro Region and close to Armthorpe?,No,replace_dis_token
Sitwell,within,Yorkshire and the Humber Euro Region,far,Yew Tree,"Sitwell is within Yorkshire and the Humber Euro Region, far Yew Tree",Is Sitwell within Yorkshire and the Humber Euro Region and far to Yew Tree?,Yes,no_change
Sitwell,within,Yorkshire and the Humber Euro Region,far,Yew Tree,"Sitwell is within Yorkshire and the Humber Euro Region, far Yew Tree",Is Yorkshire and the Humber Euro Region within Sitwell and far to Yew Tree?,No,flip_place
Sitwell,borders,Valley,near,Dinnington St. John's,"Sitwell is borders Valley, near Dinnington St. John's",Does Sitwell borders Valley and near to Dinnington St. John's?,Yes,no_change
Sitwell,borders,Valley,near,Dinnington St. John's,"Sitwell is borders Valley, near Dinnington St. John's",Does Valley borders Sitwell and near to Dinnington St. John's?,No,flip_place
Sitwell,borders,Valley,close,Stairfoot,"Sitwell is borders Valley, close Stairfoot",Does Sitwell borders Valley and close to Stairfoot?,Yes,no_change
Sitwell,borders,Valley,close,Stairfoot,"Sitwell is borders Valley, close Stairfoot",Does Sitwell borders Valley and distant to Stairfoot?,No,replace_dis_token
Stechford and Yardley North,within,Birmingham,distant,Tipton Green,"Stechford and Yardley North is within Birmingham, distant Tipton Green",Is Stechford and Yardley North within Birmingham and distant to Tipton Green?,Yes,no_change
Stechford and Yardley North,within,Birmingham,distant,Tipton Green,"Stechford and Yardley North is within Birmingham, distant Tipton Green",Is Stechford and Yardley North within Birmingham and close to Tipton Green?,No,replace_dis_token
Stechford and Yardley North,within,Birmingham,far,Morley West Yorkshire,"Stechford and Yardley North is within Birmingham, far Morley West Yorkshire",Is Stechford and Yardley North within Birmingham and far to Morley West Yorkshire?,Yes,no_change
Stechford and Yardley North,within,Birmingham,far,Morley West Yorkshire,"Stechford and Yardley North is within Birmingham, far Morley West Yorkshire",Is Stechford and Yardley North within Birmingham and near to Morley West Yorkshire?,No,replace_dis_token
Stechford and Yardley North,borders,Shard End,near,Bickenhill,"Stechford and Yardley North is borders Shard End, near Bickenhill",Does Stechford and Yardley North borders Shard End and near to Bickenhill?,Yes,no_change
Stechford and Yardley North,borders,Shard End,near,Bickenhill,"Stechford and Yardley North is borders Shard End, near Bickenhill",Does Shard End borders Stechford and Yardley North and near to Bickenhill?,No,flip_place
Stechford and Yardley North,borders,Shard End,close,Wednesbury North,"Stechford and Yardley North is borders Shard End, close Wednesbury North",Does Stechford and Yardley North borders Shard End and close to Wednesbury North?,Yes,no_change
Stechford and Yardley North,borders,Shard End,close,Wednesbury North,"Stechford and Yardley North is borders Shard End, close Wednesbury North",Does Stechford and Yardley North borders Shard End and distant to Wednesbury North?,No,replace_dis_token
Hazel Grove,within,North West Euro Region,distant,Idle and Thackley,"Hazel Grove is within North West Euro Region, distant Idle and Thackley",Is Hazel Grove within North West Euro Region and distant to Idle and Thackley?,Yes,no_change
Hazel Grove,within,North West Euro Region,distant,Idle and Thackley,"Hazel Grove is within North West Euro Region, distant Idle and Thackley",Is North West Euro Region within Hazel Grove and distant to Idle and Thackley?,No,flip_place
Hazel Grove,within,North West Euro Region,far,St. Peter's,"Hazel Grove is within North West Euro Region, far St. Peter's",Is Hazel Grove within North West Euro Region and far to St. Peter's?,Yes,no_change
Hazel Grove,within,North West Euro Region,far,St. Peter's,"Hazel Grove is within North West Euro Region, far St. Peter's",Is North West Euro Region within Hazel Grove and far to St. Peter's?,No,flip_place
Hazel Grove,borders,Marple South,near,Reddish South,"Hazel Grove is borders Marple South, near Reddish South",Does Hazel Grove borders Marple South and near to Reddish South?,Yes,no_change
Hazel Grove,borders,Marple South,near,Reddish South,"Hazel Grove is borders Marple South, near Reddish South",Is Hazel Grove within Marple South and near to Reddish South?,No,replace_top_token
Hazel Grove,borders,Marple South,close,Rusholme,"Hazel Grove is borders Marple South, close Rusholme",Does Hazel Grove borders Marple South and close to Rusholme?,Yes,no_change
Hazel Grove,borders,Marple South,close,Rusholme,"Hazel Grove is borders Marple South, close Rusholme",Does Marple South borders Hazel Grove and close to Rusholme?,No,flip_place
Eastham,within,Metropolitan Borough of Wirral,distant,Horwich,"Eastham is within Metropolitan Borough of Wirral, distant Horwich",Is Eastham within Metropolitan Borough of Wirral and distant to Horwich?,Yes,no_change
Eastham,within,Metropolitan Borough of Wirral,distant,Horwich,"Eastham is within Metropolitan Borough of Wirral, distant Horwich",Does Eastham borders Metropolitan Borough of Wirral and distant to Horwich?,No,replace_top_token
Eastham,within,Metropolitan Borough of Wirral,far,Orgreave South Yorkshire,"Eastham is within Metropolitan Borough of Wirral, far Orgreave South Yorkshire",Is Eastham within Metropolitan Borough of Wirral and far to Orgreave South Yorkshire?,Yes,no_change
Eastham,within,Metropolitan Borough of Wirral,far,Orgreave South Yorkshire,"Eastham is within Metropolitan Borough of Wirral, far Orgreave South Yorkshire",Does Eastham borders Metropolitan Borough of Wirral and far to Orgreave South Yorkshire?,No,replace_top_token
Eastham,borders,Clatterbridge,near,Speke-Garston,"Eastham is borders Clatterbridge, near Speke-Garston",Does Eastham borders Clatterbridge and near to Speke-Garston?,Yes,no_change
Eastham,borders,Clatterbridge,near,Speke-Garston,"Eastham is borders Clatterbridge, near Speke-Garston",Is Eastham within Clatterbridge and near to Speke-Garston?,No,replace_top_token
Eastham,borders,Clatterbridge,close,Stockbridge,"Eastham is borders Clatterbridge, close Stockbridge",Does Eastham borders Clatterbridge and close to Stockbridge?,Yes,no_change
Eastham,borders,Clatterbridge,close,Stockbridge,"Eastham is borders Clatterbridge, close Stockbridge",Does Eastham borders Clatterbridge and distant to Stockbridge?,No,replace_dis_token
Sutton New Hall,within,West Midlands Euro Region,distant,Wordsley,"Sutton New Hall is within West Midlands Euro Region, distant Wordsley",Is Sutton New Hall within West Midlands Euro Region and distant to Wordsley?,Yes,no_change
Sutton New Hall,within,West Midlands Euro Region,distant,Wordsley,"Sutton New Hall is within West Midlands Euro Region, distant Wordsley",Is West Midlands Euro Region within Sutton New Hall and distant to Wordsley?,No,flip_place
Sutton New Hall,within,West Midlands Euro Region,far,Washington Central,"Sutton New Hall is within West Midlands Euro Region, far Washington Central",Is Sutton New Hall within West Midlands Euro Region and far to Washington Central?,Yes,no_change
Sutton New Hall,within,West Midlands Euro Region,far,Washington Central,"Sutton New Hall is within West Midlands Euro Region, far Washington Central",Is Sutton New Hall within West Midlands Euro Region and near to Washington Central?,No,replace_dis_token
Sutton New Hall,borders,Sutton Trinity,near,Bickenhill,"Sutton New Hall is borders Sutton Trinity, near Bickenhill",Does Sutton New Hall borders Sutton Trinity and near to Bickenhill?,Yes,no_change
Sutton New Hall,borders,Sutton Trinity,near,Bickenhill,"Sutton New Hall is borders Sutton Trinity, near Bickenhill",Is Sutton New Hall within Sutton Trinity and near to Bickenhill?,No,replace_top_token
Sutton New Hall,borders,Sutton Trinity,close,Whoberley,"Sutton New Hall is borders Sutton Trinity, close Whoberley",Does Sutton New Hall borders Sutton Trinity and close to Whoberley?,Yes,no_change
Sutton New Hall,borders,Sutton Trinity,close,Whoberley,"Sutton New Hall is borders Sutton Trinity, close Whoberley",Does Sutton Trinity borders Sutton New Hall and close to Whoberley?,No,flip_place
Ladywood,within,West Midlands Euro Region,distant,Wyken,"Ladywood is within West Midlands Euro Region, distant Wyken",Is Ladywood within West Midlands Euro Region and distant to Wyken?,Yes,no_change
Ladywood,within,West Midlands Euro Region,distant,Wyken,"Ladywood is within West Midlands Euro Region, distant Wyken",Is West Midlands Euro Region within Ladywood and distant to Wyken?,No,flip_place
Ladywood,within,West Midlands Euro Region,far,Hetton-le-Hole,"Ladywood is within West Midlands Euro Region, far Hetton-le-Hole",Is Ladywood within West Midlands Euro Region and far to Hetton-le-Hole?,Yes,no_change
Ladywood,within,West Midlands Euro Region,far,Hetton-le-Hole,"Ladywood is within West Midlands Euro Region, far Hetton-le-Hole",Does Ladywood borders West Midlands Euro Region and far to Hetton-le-Hole?,No,replace_top_token
Ladywood,borders,Aston,near,Tyburn,"Ladywood is borders Aston, near Tyburn",Does Ladywood borders Aston and near to Tyburn?,Yes,no_change
Ladywood,borders,Aston,near,Tyburn,"Ladywood is borders Aston, near Tyburn",Is Ladywood within Aston and near to Tyburn?,No,replace_top_token
Ladywood,borders,Aston,close,Tividale,"Ladywood is borders Aston, close Tividale",Does Ladywood borders Aston and close to Tividale?,Yes,no_change
Ladywood,borders,Aston,close,Tividale,"Ladywood is borders Aston, close Tividale",Does Aston borders Ladywood and close to Tividale?,No,flip_place
