question,options,answer,option_sources,concept,top,dis,dir
Which city is located in east of Cadishead?,"A. High Fell
B. Moreton West and Saughall Massie
C. Chapel Allerton",C. Chapel Allerton,"hard,random,correct",1,0,0,1
Which city is located in east of Rainhill?,"A. Hyde Park and Woodhouse
B. Hyde Newton
C. Armthorpe",A. Hyde Park and Woodhouse,"correct,hard,random",1,0,0,1
Which city is located in east of Winstanley?,"A. Dene
B. Northenden
C. Spotland and Falinge",B. Northenden,"random,correct,hard",1,0,0,1
Which city is located in east of St. Mary's?,"A. City
B. Greasby Frankby and Irby
C. Finningley",A. City,"correct,random,hard",1,0,0,1
Which city is located in east of Harper Green?,"A. Sudell
B. Chapel Allerton
C. Anston and Woodsetts",C. Anston and Woodsetts,"random,hard,correct",1,0,0,1
Which city is located in east of Broadheath?,"A. Church
B. Newsome
C. Dukinfield",B. Newsome,"random,correct,hard",1,0,0,1
Which city is located in east of Cambridge?,"A. Maltby South Yorkshire
B. Sedgley
C. Smallbridge and Firgrove",B. Sedgley,"hard,correct,random",1,0,0,1
Which city is located in east of Thatto Heath?,"A. Harper Green
B. Pontefract North
C. Darton East",A. Harper Green,"correct,random,hard",1,0,0,1
Which city is located in east of Bingley?,"A. Killingbeck and Seacroft
B. Flixton
C. Chadderton South",A. Killingbeck and Seacroft,"correct,hard,random",1,0,0,1
Which city is located in east of Handsworth Wood?,"A. Rockingham
B. Eccleston St Helens
C. Radford",C. Radford,"hard,random,correct",1,0,0,1
Which city is located in east of Kersal?,"A. Adwick le Street & Carcroft
B. Shirley East
C. Airedale and Ferry Fryston",A. Adwick le Street & Carcroft,"correct,random,hard",1,0,0,1
Which city is located in east of St. Mary's?,"A. Camperdown
B. Finningley
C. Fulwood",C. Fulwood,"random,hard,correct",1,0,0,1
Which city is located in east of Stockbridge?,"A. Bridges
B. Charlestown
C. Dodworth",B. Charlestown,"random,correct,hard",1,0,0,1
Which city is located in east of Fallowfield?,"A. Maltby South Yorkshire
B. Crosland Moor and Netherton
C. Blythe",B. Crosland Moor and Netherton,"random,correct,hard",1,0,0,1
Which city is located in east of East Middleton?,"A. Penistone
B. Silhill
C. Ashton Hurst",A. Penistone,"correct,random,hard",1,0,0,1
Which city is located in east of Molyneux?,"A. Broughton
B. Heald Green
C. Darfield",B. Heald Green,"hard,correct,random",1,0,0,1
Which city is located in east of Sowerby Bridge?,"A. Wheatley Hills & Intake
B. Adel and Wharfedale
C. Westerhope",B. Adel and Wharfedale,"random,correct,hard",1,0,0,1
Which city is located in east of Netherton and Orrell?,"A. Southey
B. Pemberton
C. Wyken",A. Southey,"correct,hard,random",1,0,0,1
Which city is located in east of Ordsall?,"A. Rusholme
B. Middleton Park
C. Bradford Moor",A. Rusholme,"correct,random,hard",1,0,0,1
Which city is located in east of Whitefield?,"A. East
B. Dunston Hill and Whickham East
C. Pilkington Park",C. Pilkington Park,"hard,random,correct",1,0,0,1
Which city is located in east of Medlock Vale?,"A. Wombwell
B. Fallings Park
C. Short Heath",A. Wombwell,"correct,random,hard",1,0,0,1
Which city is located in east of Shevington?,"A. St. Mary's
B. Denton West
C. Tuebrook and Stoneycroft",A. St. Mary's,"correct,hard,random",1,0,0,1
Which city is located in east of Farnworth?,"A. Metropolitan Borough of Wirral
B. Morley West Yorkshire
C. Middleton Park",B. Morley West Yorkshire,"random,correct,hard",1,0,0,1
Which city is located in east of St. Thomas's?,"A. Mossley
B. Billinge and Seneley Green
C. Shard End",C. Shard End,"random,hard,correct",1,0,0,1
Which city is located in east of Irlam?,"A. Monk Bretton
B. Manor
C. Boston Castle",C. Boston Castle,"random,hard,correct",1,0,0,1
Which city is located in east of Great Lever?,"A. Whitburn and Marsden
B. Littleborough Lakeside
C. Hopwood Hall",B. Littleborough Lakeside,"hard,correct,random",1,0,0,1
Which city is located in east of Breightmet?,"A. Kirkstall
B. Dearne South
C. Liscard",B. Dearne South,"hard,correct,random",1,0,0,1
Which city is located in east of Norris Green?,"A. Heckmondwike
B. Douglas
C. Radcliffe East",B. Douglas,"hard,correct,random",1,0,0,1
Which city is located in east of Ilkley?,"A. Temple Newsam
B. Woodlands
C. Halewood North",A. Temple Newsam,"correct,hard,random",1,0,0,1
Which city is located in east of Speke-Garston?,"A. Ryburn
B. South Middleton
C. Smallbridge and Firgrove",B. South Middleton,"random,correct,hard",1,0,0,1
Which city is located in east of Roby?,"A. Primrose
B. Dearne North
C. Billinge and Seneley Green",C. Billinge and Seneley Green,"random,hard,correct",1,0,0,1
Which city is located in east of Westhoughton?,"A. Bilston East
B. Crumpsall
C. Kingswinford North and Wall Heath",B. Crumpsall,"random,correct,hard",1,0,0,1
Which city is located in east of Shevington with Lower Ground?,"A. Bredbury Green and Romiley
B. Winstanley
C. Graves Park",A. Bredbury Green and Romiley,"correct,random,hard",1,0,0,1
Which city is located in east of Kensington and Fairfield?,"A. Pontefract South
B. Davyhulme East
C. Clubmoor",B. Davyhulme East,"hard,correct,random",1,0,0,1
Which city is located in east of Thatto Heath?,"A. Darton East
B. Harper Green
C. Brooklands",A. Darton East,"correct,hard,random",1,0,0,1
Which city is located in east of Ince?,"A. Quinton
B. Heckmondwike
C. Cleckheaton",C. Cleckheaton,"random,hard,correct",1,0,0,1
Which city is located in east of Whalley Range?,"A. Harper Green
B. Colne Valley
C. Conisbrough Parks",B. Colne Valley,"random,correct,hard",1,0,0,1
Which city is located in east of Davyhulme West?,"A. Penistone
B. Darfield
C. Thatto Heath",A. Penistone,"correct,hard,random",1,0,0,1
Which city is located in east of Ashton St. Michael's?,"A. Thorne & Moorends
B. Heckmondwike
C. North Middleton",B. Heckmondwike,"hard,correct,random",1,0,0,1
Which city is located in east of Parr?,"A. Bordesley Green
B. Didsbury East
C. Balderstone and Kirkholt",C. Balderstone and Kirkholt,"hard,random,correct",1,0,0,1
Which city is located in east of Moorside?,"A. Stalybridge South
B. Ackworth North Elmsall and Upton
C. Saddleworth",C. Saddleworth,"random,hard,correct",1,0,0,1
Which city is located in east of Irwell Riverside?,"A. Silverwood
B. Roman Ridge
C. Kirklees",A. Silverwood,"correct,hard,random",1,0,0,1
Which city is located in east of Colne Valley?,"A. Kirkburton
B. Cullercoats
C. Dearne North",A. Kirkburton,"correct,hard,random",1,0,0,1
Which city is located in east of Kirkdale?,"A. Keighley
B. Halesowen North
C. Richmond",A. Keighley,"correct,hard,random",1,0,0,1
Which city is located in east of Moorside?,"A. Walkden North
B. Ackworth North Elmsall and Upton
C. Saddleworth",B. Ackworth North Elmsall and Upton,"random,correct,hard",1,0,0,1
Which city is located in east of Unsworth?,"A. Kirkburton
B. Royds
C. Aldridge Central and South",A. Kirkburton,"correct,hard,random",1,0,0,1
Which city is located in east of West Park?,"A. Greets Green and Lyng
B. Golcar
C. Chadderton South",C. Chadderton South,"random,hard,correct",1,0,0,1
Which city is located in east of Graiseley?,"A. Sherbourne Warwickshire
B. Tipton Green
C. Abbey",A. Sherbourne Warwickshire,"correct,hard,random",1,0,0,1
Which city is located in east of Claughton?,"A. Moorside
B. Gornal
C. Whiston & Cronton",C. Whiston & Cronton,"hard,random,correct",1,0,0,1
Which city is located in east of Coldhurst?,"A. Birley
B. Marple South
C. Tynemouth",A. Birley,"correct,hard,random",1,0,0,1
Which city is located in east of Golborne and Lowton West?,"A. Dukinfield Stalybridge
B. Wainbody
C. Great Lever",A. Dukinfield Stalybridge,"correct,random,hard",1,0,0,1
Which city is located in east of Gorton South?,"A. Penistone
B. Ossett
C. Meols",B. Ossett,"hard,correct,random",1,0,0,1
Which city is located in east of Blundellsands?,"A. Coldhurst
B. Brinnington and Central
C. Offerton Park",B. Brinnington and Central,"random,correct,hard",1,0,0,1
Which city is located in east of Childwall?,"A. Village
B. Queensbury
C. Bentley",A. Village,"correct,random,hard",1,0,0,1
Which city is located in east of Short Heath?,"A. Chopwell and Rowlands Gill
B. Sutton New Hall
C. Upper Stoke",B. Sutton New Hall,"random,correct,hard",1,0,0,1
Which city is located in east of Belle Vale?,"A. Hyde Werneth
B. Allerton and Hunts Cross
C. Central",C. Central,"hard,random,correct",1,0,0,1
Which city is located in east of Norton?,"A. Binley and Willenhall
B. Walkergate
C. Wainbody",A. Binley and Willenhall,"correct,random,hard",1,0,0,1
Which city is located in east of Denby Dale?,"A. Bloxwich West
B. Armthorpe
C. Town",C. Town,"random,hard,correct",1,0,0,1
Which city is located in east of New Brighton?,"A. Lowton East
B. Valley
C. Wolverhampton",A. Lowton East,"correct,hard,random",1,0,0,1
Which city is located in east of Short Heath?,"A. Upper Stoke
B. Sutton New Hall
C. Mexborough",A. Upper Stoke,"correct,hard,random",1,0,0,1
Which city is located in east of Rotherham West?,"A. Rother Vale
B. Metropolitan Borough of St Helens
C. Priory",A. Rother Vale,"correct,random,hard",1,0,0,1
Which city is located in east of St. Gabriels?,"A. Crawcrook and Greenside
B. Unsworth
C. Doxford",B. Unsworth,"random,correct,hard",1,0,0,1
Which city is located in east of Wombwell?,"A. Rother Vale
B. Wheatley Hills & Intake
C. Northenden",B. Wheatley Hills & Intake,"hard,correct,random",1,0,0,1
Which city is located in east of Smallbridge and Firgrove?,"A. Knottingley
B. Northwood
C. Adel and Wharfedale",A. Knottingley,"correct,random,hard",1,0,0,1
Which city is located in east of Swinton South?,"A. Atherleigh
B. Gleadless Valley
C. Bramley and Stanningley",C. Bramley and Stanningley,"random,hard,correct",1,0,0,1
Which city is located in east of Bradshaw?,"A. Ackworth North Elmsall and Upton
B. Hellaby
C. Bromley Cross",A. Ackworth North Elmsall and Upton,"correct,hard,random",1,0,0,1
Which city is located in east of Cherryfield?,"A. Bredbury and Woodley
B. Rumworth
C. Charlemont with Grove Vale",A. Bredbury and Woodley,"correct,hard,random",1,0,0,1
Which city is located in east of Chorlton Park?,"A. Fallowfield
B. Otley and Yeadon
C. Balby South",C. Balby South,"hard,random,correct",1,0,0,1
Which city is located in east of Tottington?,"A. Edgbaston
B. Dearne North
C. Moss Bank",B. Dearne North,"hard,correct,random",1,0,0,1
Which city is located in east of Ravenmeols?,"A. Shiregreen & Brightside
B. Crookes & Crosspool
C. Westhoughton",C. Westhoughton,"random,hard,correct",1,0,0,1
Which city is located in east of Bryn?,"A. Windhill and Wrose
B. Penistone East
C. Failsworth East",C. Failsworth East,"random,hard,correct",1,0,0,1
Which city is located in east of Crompton?,"A. Castleford Central and Glasshoughton
B. Ordsall
C. Sitwell",A. Castleford Central and Glasshoughton,"correct,random,hard",1,0,0,1
Which city is located in east of Elton?,"A. Walkley
B. Horwich and Blackrod
C. Town",A. Walkley,"correct,random,hard",1,0,0,1
Which city is located in east of Ravenmeols?,"A. Crookes & Crosspool
B. Atherleigh
C. Audenshaw",A. Crookes & Crosspool,"correct,hard,random",1,0,0,1
Which city is located in east of Kingstanding?,"A. Erdington
B. Wardley and Leam Lane
C. Winstanley",A. Erdington,"correct,hard,random",1,0,0,1
Which city is located in east of Princes Park?,"A. South Elmsall and South Kirkby
B. Wombwell
C. Penistone",B. Wombwell,"random,correct,hard",1,0,0,1
Which city is located in east of Rainhill?,"A. St. Thomas's
B. Hyde Newton
C. Hyde Park and Woodhouse",B. Hyde Newton,"random,correct,hard",1,0,0,1
Which city is located in east of Page Moss?,"A. Chorlton Park
B. Newton
C. Calder",C. Calder,"hard,random,correct",1,0,0,1
Which city is located in east of Prescot South?,"A. Morley West Yorkshire
B. Birtley
C. Chapel Allerton",A. Morley West Yorkshire,"correct,random,hard",1,0,0,1
Which city is located in east of Hindley Green?,"A. Hyde Godley
B. Short Heath
C. Irlam",A. Hyde Godley,"correct,random,hard",1,0,0,1
Which city is located in east of Mossley?,"A. Failsworth West
B. Fulwood
C. Altrincham",B. Fulwood,"hard,correct,random",1,0,0,1
Which city is located in east of Norton?,"A. Wainbody
B. Aston
C. Ryton Crookhill and Stella",B. Aston,"hard,correct,random",1,0,0,1
Which city is located in east of Fenham?,"A. Metropolitan Borough of Rotherham
B. Riverside
C. Stairfoot",B. Riverside,"random,correct,hard",1,0,0,1
Which city is located in east of Old Moat?,"A. Fawdon
B. Dalton
C. Wingrove",B. Dalton,"hard,correct,random",1,0,0,1
Which city is located in east of Denton South?,"A. Newton
B. Darnall
C. County Borough of Leeds",B. Darnall,"hard,correct,random",1,0,0,1
Which city is located in east of Tuebrook and Stoneycroft?,"A. Pudsey
B. Bloxwich West
C. Milkstone and Deeplish",C. Milkstone and Deeplish,"hard,random,correct",1,0,0,1
Which city is located in east of Eastham?,"A. Dukinfield
B. West Middleton
C. North Tyneside",A. Dukinfield,"correct,random,hard",1,0,0,1
Which city is located in east of Tyldesley?,"A. Stalybridge South
B. Royton South
C. East Gosforth",B. Royton South,"random,correct,hard",1,0,0,1
Which city is located in east of Aston?,"A. Tyburn
B. Denton
C. Rother Vale",A. Tyburn,"correct,hard,random",1,0,0,1
Which city is located in east of Meols?,"A. Sprotbrough and Cusworth
B. Elton
C. Kingstone",B. Elton,"random,correct,hard",1,0,0,1
Which city is located in east of Gorton South?,"A. Adwick le Street & Carcroft
B. Clayton and Fairweather Green
C. Ossett",A. Adwick le Street & Carcroft,"correct,random,hard",1,0,0,1
Which city is located in east of Heaton and Lostock?,"A. Halewood
B. Sprotbrough and Cusworth
C. Manningham",B. Sprotbrough and Cusworth,"random,correct,hard",1,0,0,1
Which city is located in east of Chopwell and Rowlands Gill?,"A. West Gosforth
B. Birtley
C. Temple Newsam",A. West Gosforth,"correct,hard,random",1,0,0,1
Which city is located in east of Astley Village?,"A. Fazakerley
B. Coldhurst
C. Ashton Hurst",C. Ashton Hurst,"random,hard,correct",1,0,0,1
Which city is located in east of Blackrod?,"A. Hale Barns
B. Great Barr with Yew Tree
C. Tickhill & Wadsworth",A. Hale Barns,"correct,random,hard",1,0,0,1
Which city is located in east of Elton?,"A. Walkley
B. Town
C. Pedmore and Stourbridge East",B. Town,"hard,correct,random",1,0,0,1
Which city is located in east of Wakefield East?,"A. Sprotbrough and Cusworth
B. Bradford Moor
C. Pelsall",A. Sprotbrough and Cusworth,"correct,hard,random",1,0,0,1
Which city is located in east of Birkdale?,"A. Bowdon
B. Royton North
C. Shipley",A. Bowdon,"correct,hard,random",1,0,0,1
Which city is located in east of Finstall?,"A. Firth Park
B. Oscott
C. Higher Blackley",B. Oscott,"random,correct,hard",1,0,0,1
Which city is located in east of Levenshulme?,"A. Altofts and Whitwood
B. Wingfield
C. St. Pauls",A. Altofts and Whitwood,"correct,hard,random",1,0,0,1
Which city is located in east of Eccleston St Helens?,"A. Heaton
B. Davyhulme East
C. Wibsey",B. Davyhulme East,"hard,correct,random",1,0,0,1
Which city is located in east of Wednesfield South?,"A. Washington West
B. Willenhall South
C. Sudell",B. Willenhall South,"hard,correct,random",1,0,0,1
Which city is located in east of Crompton?,"A. Castleford Central and Glasshoughton
B. Sitwell
C. Swanside",B. Sitwell,"hard,correct,random",1,0,0,1
Which city is located in east of Netherton and Orrell?,"A. Southey
B. Preston
C. Eccleston St Helens",C. Eccleston St Helens,"hard,random,correct",1,0,0,1
Which city is located in east of Golborne and Lowton West?,"A. Almondbury
B. Great Lever
C. Dukinfield Stalybridge",B. Great Lever,"random,correct,hard",1,0,0,1
Which city is located in east of St. Michaels?,"A. Shaw
B. Thatto Heath
C. Edenthorpe",A. Shaw,"correct,random,hard",1,0,0,1
Which city is located in east of Hindley Green?,"A. Silverwood
B. Warbreck
C. Irlam",A. Silverwood,"correct,random,hard",1,0,0,1
Which city is located in east of Radcliffe East?,"A. Croxteth
B. Atherleigh
C. Lindley",C. Lindley,"hard,random,correct",1,0,0,1
Which city is located in east of Bradshaw?,"A. Central Rochdale
B. Hellaby
C. Saddleworth West and Lees",B. Hellaby,"hard,correct,random",1,0,0,1
Which city is located in east of Birkenhead and Tranmere?,"A. Crompton
B. Valley
C. Halewood",C. Halewood,"hard,random,correct",1,0,0,1
Which city is located in east of Whitefield?,"A. Pilkington Park
B. Armthorpe
C. Kersal",B. Armthorpe,"hard,correct,random",1,0,0,1
Which city is located in east of Cherryfield?,"A. Tottington
B. Bredbury and Woodley
C. Rumworth",C. Rumworth,"random,hard,correct",1,0,0,1
Which city is located in east of Park?,"A. Swinton North
B. Killingbeck and Seacroft
C. Moreton West and Saughall Massie",B. Killingbeck and Seacroft,"hard,correct,random",1,0,0,1
