place1,dis,place2_Y,dir,place2_Z,triplet,question,options,answer,option_sources
Heatons South,distant,Bold St Helens,south,Milkstone and Deeplish,"Heatons South is distant Bold St Helens, south Milkstone and Deeplish",Which city is distant to Bold St Helens and also south from Milkstone and Deeplish?,"A. Heatons South
B. Leasowe and Moreton East
C. North East",A. Heatons South,"correct,partial,random"
Heatons South,far,Rother Vale,west,Birley,"Heatons South is far Rother Vale, west Birley",Which city is far to Rother Vale and also west from Birley?,"A. Heatons South
B. Holme Valley
C. Monkseaton South",A. Heatons South,"correct,partial,random"
Washington West,near,Windy Nook and Whitehills,north,Bradford,"Washington West is near Windy Nook and Whitehills, north Bradford",Which city is near to Windy Nook and Whitehills and also north from Bradford?,"A. Wingrove
B. Washington West
C. Chadderton Central",B. Washington West,"random,correct,partial"
Washington West,close,Woolsington,south,St. Mary's,"Washington West is close Woolsington, south St. Mary's",Which city is close to Woolsington and also south from St. Mary's?,"A. Park
B. Washington West
C. Brooklands",B. Washington West,"partial,correct,random"
Washington West,far,Meriden West Midlands,east,Whickham South and Sunniside,"Washington West is far Meriden West Midlands, east Whickham South and Sunniside",Which city is far to Meriden West Midlands and also east from Whickham South and Sunniside?,"A. Old Swan
B. Eccleshill
C. Washington West",C. Washington West,"partial,random,correct"
Armthorpe,near,Edenthorpe,east,Fazakerley,"Armthorpe is near Edenthorpe, east Fazakerley",Which city is near to Edenthorpe and also east from Fazakerley?,"A. Ossett
B. Armthorpe
C. Worsley Mesnes",B. Armthorpe,"partial,correct,random"
Armthorpe,close,Maltby South Yorkshire,south,Howdon,"Armthorpe is close Maltby South Yorkshire, south Howdon",Which city is close to Maltby South Yorkshire and also south from Howdon?,"A. Armthorpe
B. Mosborough
C. Worsley Mesnes",A. Armthorpe,"correct,partial,random"
Armthorpe,distant,Orgreave South Yorkshire,north,Princes End,"Armthorpe is distant Orgreave South Yorkshire, north Princes End",Which city is distant to Orgreave South Yorkshire and also north from Princes End?,"A. Hebburn North
B. Horsforth
C. Armthorpe",C. Armthorpe,"random,partial,correct"
Armthorpe,far,Bickenhill,west,Hatfield,"Armthorpe is far Bickenhill, west Hatfield",Which city is far to Bickenhill and also west from Hatfield?,"A. Boldon Colliery
B. Armthorpe
C. Gorton North",B. Armthorpe,"partial,correct,random"
Heaton and Lostock,near,Little Hulton,west,Morley South,"Heaton and Lostock is near Little Hulton, west Morley South",Which city is near to Little Hulton and also west from Morley South?,"A. Calder
B. Netherton Woodside and St. Andrews
C. Heaton and Lostock",C. Heaton and Lostock,"partial,random,correct"
Heaton and Lostock,close,Urmston,south,Collingwood,"Heaton and Lostock is close Urmston, south Collingwood",Which city is close to Urmston and also south from Collingwood?,"A. Heaton and Lostock
B. Roundhay
C. St. James's",A. Heaton and Lostock,"correct,partial,random"
Heaton and Lostock,distant,Shevington,east,Allerton and Hunts Cross,"Heaton and Lostock is distant Shevington, east Allerton and Hunts Cross",Which city is distant to Shevington and also east from Allerton and Hunts Cross?,"A. Wigan West
B. Thorne & Moorends
C. Heaton and Lostock",C. Heaton and Lostock,"random,partial,correct"
Heaton and Lostock,far,Northumberland,north,Village,"Heaton and Lostock is far Northumberland, north Village",Which city is far to Northumberland and also north from Village?,"A. Harington
B. Pendlebury
C. Heaton and Lostock",C. Heaton and Lostock,"partial,random,correct"
Whiston & Cronton,near,Windle St Helens,east,Manor,"Whiston & Cronton is near Windle St Helens, east Manor",Which city is near to Windle St Helens and also east from Manor?,"A. Dinnington St. John's
B. Whiston & Cronton
C. Horsley Hill",B. Whiston & Cronton,"partial,correct,random"
Whiston & Cronton,close,Wigan Central,south,Ryhope,"Whiston & Cronton is close Wigan Central, south Ryhope",Which city is close to Wigan Central and also south from Ryhope?,"A. Dearne North
B. Whiston & Cronton
C. Moorside",B. Whiston & Cronton,"partial,correct,random"
Whiston & Cronton,distant,Offerton Park,west,Stannington,"Whiston & Cronton is distant Offerton Park, west Stannington",Which city is distant to Offerton Park and also west from Stannington?,"A. Longford
B. Whiston & Cronton
C. Bradshaw",B. Whiston & Cronton,"random,correct,partial"
Whiston & Cronton,far,Wingfield,north,Langley,"Whiston & Cronton is far Wingfield, north Langley",Which city is far to Wingfield and also north from Langley?,"A. Whiston & Cronton
B. Wakefield North
C. Headingley",A. Whiston & Cronton,"correct,random,partial"
Princes Park,near,Picton Cheshire,west,Wakefield North,"Princes Park is near Picton Cheshire, west Wakefield North",Which city is near to Picton Cheshire and also west from Wakefield North?,"A. Didsbury East
B. Princes Park
C. Blaydon",B. Princes Park,"partial,correct,random"
Princes Park,close,Whiston & Cronton,south,Whickham North,"Princes Park is close Whiston & Cronton, south Whickham North",Which city is close to Whiston & Cronton and also south from Whickham North?,"A. Prenton
B. Leigh South
C. Princes Park",C. Princes Park,"partial,random,correct"
Princes Park,distant,Radcliffe West,east,Seacombe,"Princes Park is distant Radcliffe West, east Seacombe",Which city is distant to Radcliffe West and also east from Seacombe?,"A. Rusholme
B. Hillsborough
C. Princes Park",C. Princes Park,"partial,random,correct"
Princes Park,far,Wallsend,north,Longford,"Princes Park is far Wallsend, north Longford",Which city is far to Wallsend and also north from Longford?,"A. Adel and Wharfedale
B. Headingley
C. Princes Park",C. Princes Park,"partial,random,correct"
Norden,near,North Heywood,east,Ashton,"Norden is near North Heywood, east Ashton",Which city is near to North Heywood and also east from Ashton?,"A. Chowdene
B. Sedgley
C. Norden",C. Norden,"random,partial,correct"
Norden,close,South Middleton,west,Idle and Thackley,"Norden is close South Middleton, west Idle and Thackley",Which city is close to South Middleton and also west from Idle and Thackley?,"A. Norden
B. Hazel Grove
C. Baguley",A. Norden,"correct,partial,random"
Norden,distant,Windle St Helens,north,Perry Barr,"Norden is distant Windle St Helens, north Perry Barr",Which city is distant to Windle St Helens and also north from Perry Barr?,"A. Ramsbottom
B. Norden
C. Crompton",B. Norden,"partial,correct,random"
Norden,far,Oxton,south,Blaydon,"Norden is far Oxton, south Blaydon",Which city is far to Oxton and also south from Blaydon?,"A. Westgate
B. Northwood
C. Norden",C. Norden,"random,partial,correct"
Swinton North,near,Swinton South,east,Roby,"Swinton North is near Swinton South, east Roby",Which city is near to Swinton South and also east from Roby?,"A. Headingley
B. Swinton North
C. Eccles",B. Swinton North,"random,correct,partial"
Swinton North,close,Westhoughton,west,Firth Park,"Swinton North is close Westhoughton, west Firth Park",Which city is close to Westhoughton and also west from Firth Park?,"A. Swinton North
B. Great Bridge
C. Church",A. Swinton North,"correct,random,partial"
Swinton North,distant,Todmorden,north,Tettenhall Wightwick,"Swinton North is distant Todmorden, north Tettenhall Wightwick",Which city is distant to Todmorden and also north from Tettenhall Wightwick?,"A. Fallings Park
B. Morley West Yorkshire
C. Swinton North",C. Swinton North,"random,partial,correct"
Swinton North,far,Dinnington St. John's,south,Calder,"Swinton North is far Dinnington St. John's, south Calder",Which city is far to Dinnington St. John's and also south from Calder?,"A. Cadishead
B. Swinton North
C. Cleadon Park",B. Swinton North,"random,correct,partial"
Keighley,close,Todmorden,east,West Kirby and Thurstaston,"Keighley is close Todmorden, east West Kirby and Thurstaston",Which city is close to Todmorden and also east from West Kirby and Thurstaston?,"A. Chelmsley Wood
B. Keighley
C. Werneth",B. Keighley,"random,correct,partial"
Keighley,distant,Sprotbrough and Cusworth,west,Idle and Thackley,"Keighley is distant Sprotbrough and Cusworth, west Idle and Thackley",Which city is distant to Sprotbrough and Cusworth and also west from Idle and Thackley?,"A. Lye and Stourbridge North
B. Killingbeck and Seacroft
C. Keighley",C. Keighley,"random,partial,correct"
Keighley,far,Smith's Wood,north,Brooklands,"Keighley is far Smith's Wood, north Brooklands",Which city is far to Smith's Wood and also north from Brooklands?,"A. Roundhay
B. Kingstone
C. Keighley",C. Keighley,"partial,random,correct"
Fenham,near,Westgate,north,Pontefract North,"Fenham is near Westgate, north Pontefract North",Which city is near to Westgate and also north from Pontefract North?,"A. Redhill
B. Holme Valley
C. Fenham",C. Fenham,"partial,random,correct"
Fenham,close,Westoe,west,Pelaw and Heworth,"Fenham is close Westoe, west Pelaw and Heworth",Which city is close to Westoe and also west from Pelaw and Heworth?,"A. Washington South
B. Blakelaw and North Fenham
C. Fenham",C. Fenham,"random,partial,correct"
Fenham,distant,St. Peter's,east,Denton,"Fenham is distant St. Peter's, east Denton",Which city is distant to St. Peter's and also east from Denton?,"A. Garforth and Swillington
B. Featherstone
C. Fenham",C. Fenham,"partial,random,correct"
Fenham,far,Kirkdale,south,Castle,"Fenham is far Kirkdale, south Castle",Which city is far to Kirkdale and also south from Castle?,"A. Hale Barns
B. Royston
C. Fenham",C. Fenham,"random,partial,correct"
Ryhope,near,Sandhill,north,Streetly,"Ryhope is near Sandhill, north Streetly",Which city is near to Sandhill and also north from Streetly?,"A. Bidston and St. James
B. Headingley
C. Ryhope",C. Ryhope,"random,partial,correct"
Ryhope,close,Wardley and Leam Lane,east,South Jesmond,"Ryhope is close Wardley and Leam Lane, east South Jesmond",Which city is close to Wardley and Leam Lane and also east from South Jesmond?,"A. North Heaton
B. Shevington
C. Ryhope",C. Ryhope,"partial,random,correct"
Ryhope,distant,Ryton Crookhill and Stella,south,Riverside,"Ryhope is distant Ryton Crookhill and Stella, south Riverside",Which city is distant to Ryton Crookhill and Stella and also south from Riverside?,"A. Ryhope
B. Monkton
C. Edlington & Warmsworth",A. Ryhope,"correct,partial,random"
Higher Blackley,near,St. Mary's,east,Eastham,"Higher Blackley is near St. Mary's, east Eastham",Which city is near to St. Mary's and also east from Eastham?,"A. City and Hunslet
B. Higher Blackley
C. Bingley",B. Higher Blackley,"partial,correct,random"
Higher Blackley,close,Stalybridge South,north,Lower Stoke,"Higher Blackley is close Stalybridge South, north Lower Stoke",Which city is close to Stalybridge South and also north from Lower Stoke?,"A. Kingstanding
B. Higher Blackley
C. Gleadless Valley",B. Higher Blackley,"random,correct,partial"
Higher Blackley,distant,Morley West Yorkshire,west,Crofton Ryhill and Walton,"Higher Blackley is distant Morley West Yorkshire, west Crofton Ryhill and Walton",Which city is distant to Morley West Yorkshire and also west from Crofton Ryhill and Walton?,"A. Mexborough
B. Higher Blackley
C. Todmorden",B. Higher Blackley,"partial,correct,random"
Higher Blackley,far,Kingshurst and Fordbridge,south,Crawcrook and Greenside,"Higher Blackley is far Kingshurst and Fordbridge, south Crawcrook and Greenside",Which city is far to Kingshurst and Fordbridge and also south from Crawcrook and Greenside?,"A. Rotherham East
B. Higher Blackley
C. Windhill and Wrose",B. Higher Blackley,"random,correct,partial"
Waterhead,near,Mossley,south,Whitburn and Marsden,"Waterhead is near Mossley, south Whitburn and Marsden",Which city is near to Mossley and also south from Whitburn and Marsden?,"A. Waterhead
B. Bartley Green
C. Bidston and St. James",A. Waterhead,"correct,partial,random"
Waterhead,close,Weaste and Seedley,east,Billinge and Seneley Green,"Waterhead is close Weaste and Seedley, east Billinge and Seneley Green",Which city is close to Weaste and Seedley and also east from Billinge and Seneley Green?,"A. Deckham
B. Fallowfield
C. Waterhead",C. Waterhead,"random,partial,correct"
Waterhead,distant,Bryn,west,Manor Castle,"Waterhead is distant Bryn, west Manor Castle",Which city is distant to Bryn and also west from Manor Castle?,"A. Norton & Askern
B. Waterhead
C. Village",B. Waterhead,"random,correct,partial"
Waterhead,far,Westwood,north,Kingstanding,"Waterhead is far Westwood, north Kingstanding",Which city is far to Westwood and also north from Kingstanding?,"A. Waterhead
B. Tipton Green
C. Tong",A. Waterhead,"correct,random,partial"
Ettingshall,near,Merry Hill,south,Harington,"Ettingshall is near Merry Hill, south Harington",Which city is near to Merry Hill and also south from Harington?,"A. Ettingshall
B. Windy Nook and Whitehills
C. Halewood North",A. Ettingshall,"correct,random,partial"
Ettingshall,close,Oldbury,west,Cheylesmore,"Ettingshall is close Oldbury, west Cheylesmore",Which city is close to Oldbury and also west from Cheylesmore?,"A. Ettingshall
B. Halesowen North
C. Kersal",A. Ettingshall,"correct,partial,random"
Ettingshall,distant,Woodlands,north,Bournville,"Ettingshall is distant Woodlands, north Bournville",Which city is distant to Woodlands and also north from Bournville?,"A. Ettingshall
B. Greetland and Stainland
C. Crofton Ryhill and Walton",A. Ettingshall,"correct,partial,random"
Ettingshall,far,Wombwell,east,Merry Hill,"Ettingshall is far Wombwell, east Merry Hill",Which city is far to Wombwell and also east from Merry Hill?,"A. Ettingshall
B. Halliwell
C. County",A. Ettingshall,"correct,random,partial"
Northowram and Shelf,near,Skircoat,east,Bryn,"Northowram and Shelf is near Skircoat, east Bryn",Which city is near to Skircoat and also east from Bryn?,"A. Hulton
B. Northowram and Shelf
C. Dewsbury East",B. Northowram and Shelf,"random,correct,partial"
Northowram and Shelf,close,Windhill and Wrose,north,Gorton North,"Northowram and Shelf is close Windhill and Wrose, north Gorton North",Which city is close to Windhill and Wrose and also north from Gorton North?,"A. Northowram and Shelf
B. Fellgate and Hedworth
C. Birstall and Birkenshaw",A. Northowram and Shelf,"correct,partial,random"
Northowram and Shelf,distant,Royton South,south,Shiney Row,"Northowram and Shelf is distant Royton South, south Shiney Row",Which city is distant to Royton South and also south from Shiney Row?,"A. Astley Mosley Common
B. St. Pauls
C. Northowram and Shelf",C. Northowram and Shelf,"random,partial,correct"
