place1,top,place2_Y,dis,place2_Z,triplet,question,options,answer,option_sources
Prescot,borders,Whiston & Cronton,near,Windle St Helens,"Prescot is borders Whiston & Cronton, near Windle St Helens",Which city borders Whiston & Cronton and is also near to Windle St Helens?,"A. Withington
B. Prescot
C. Orrell",B. Prescot,"random,correct,partial"
Prescot,borders,Whiston & Cronton,close,Sutton Weaver (civil parish),"Prescot is borders Whiston & Cronton, close Sutton Weaver (civil parish)",Which city borders Whiston & Cronton and is also close to Sutton Weaver (civil parish)?,"A. Atherleigh
B. Prescot
C. Mossley Hill",B. Prescot,"partial,correct,random"
Haydock,within,Metropolitan Borough of St Helens,distant,Radcliffe East,"Haydock is within Metropolitan Borough of St Helens, distant Radcliffe East",Which city is within Metropolitan Borough of St Helens and also distant to Radcliffe East?,"A. Haydock
B. Blundellsands
C. Allerton and Hunts Cross",A. Haydock,"correct,random,partial"
Haydock,within,Metropolitan Borough of St Helens,far,Wibsey,"Haydock is within Metropolitan Borough of St Helens, far Wibsey",Which city is within Metropolitan Borough of St Helens and also far to Wibsey?,"A. Whalley Range
B. Whitefield
C. Haydock",C. Haydock,"random,partial,correct"
Haydock,borders,Blackrod,near,West Park,"Haydock is borders Blackrod, near West Park",Which city borders Blackrod and is also near to West Park?,"A. St. Michaels
B. Haydock
C. Lamesley",B. Haydock,"partial,correct,random"
Haydock,borders,Blackrod,close,Roby,"Haydock is borders Blackrod, close Roby",Which city borders Blackrod and is also close to Roby?,"A. Ravenmeols
B. Pallion
C. Haydock",C. Haydock,"partial,random,correct"
Ouseburn,borders,Bridges,near,Wallsend,"Ouseburn is borders Bridges, near Wallsend",Which city borders Bridges and is also near to Wallsend?,"A. Dene
B. Ouseburn
C. Heatons South",B. Ouseburn,"partial,correct,random"
Ouseburn,borders,Bridges,close,Castle Eden,"Ouseburn is borders Bridges, close Castle Eden",Which city borders Bridges and is also close to Castle Eden?,"A. Ouseburn
B. Lozells and East Handsworth
C. Castle",A. Ouseburn,"correct,random,partial"
St. Gabriels,within,Metropolitan Borough of Knowsley,distant,Westhoughton,"St. Gabriels is within Metropolitan Borough of Knowsley, distant Westhoughton",Which city is within Metropolitan Borough of Knowsley and also distant to Westhoughton?,"A. Hollinwood
B. St. Gabriels
C. Saddleworth North",B. St. Gabriels,"partial,correct,random"
St. Gabriels,within,Metropolitan Borough of Knowsley,far,Westwood,"St. Gabriels is within Metropolitan Borough of Knowsley, far Westwood",Which city is within Metropolitan Borough of Knowsley and also far to Westwood?,"A. St. Gabriels
B. Gorton South
C. Horsforth",A. St. Gabriels,"correct,partial,random"
St. Gabriels,borders,Halewood North,near,Rainhill,"St. Gabriels is borders Halewood North, near Rainhill",Which city borders Halewood North and is also near to Rainhill?,"A. Halewood
B. Barton
C. St. Gabriels",C. St. Gabriels,"partial,random,correct"
St. Gabriels,borders,Halewood North,close,Whitefield,"St. Gabriels is borders Halewood North, close Whitefield",Which city borders Halewood North and is also close to Whitefield?,"A. Birkenhead and Tranmere
B. St. Gabriels
C. Westhoughton",B. St. Gabriels,"partial,correct,random"
Soho,within,West Midlands Euro Region,distant,St. Michael's,"Soho is within West Midlands Euro Region, distant St. Michael's",Which city is within West Midlands Euro Region and also distant to St. Michael's?,"A. St. Thomas's
B. Soho
C. Ecclesall",B. Soho,"partial,correct,random"
Soho,within,West Midlands Euro Region,far,Washington North,"Soho is within West Midlands Euro Region, far Washington North",Which city is within West Midlands Euro Region and also far to Washington North?,"A. Altrincham
B. Soho
C. Eccleshill",B. Soho,"random,correct,partial"
Soho,borders,Edgbaston,near,West Bromwich Central,"Soho is borders Edgbaston, near West Bromwich Central",Which city borders Edgbaston and is also near to West Bromwich Central?,"A. Armthorpe
B. Soho
C. Great Bridge",B. Soho,"random,correct,partial"
Soho,borders,Edgbaston,close,Wednesfield South,"Soho is borders Edgbaston, close Wednesfield South",Which city borders Edgbaston and is also close to Wednesfield South?,"A. Soho
B. Castle and Priory
C. Davyhulme East",A. Soho,"correct,partial,random"
Shirley East,within,West Midlands Euro Region,distant,Wainbody,"Shirley East is within West Midlands Euro Region, distant Wainbody",Which city is within West Midlands Euro Region and also distant to Wainbody?,"A. Brandwood
B. Shirley East
C. Tonge with the Haulgh",B. Shirley East,"partial,correct,random"
Shirley East,within,West Midlands Euro Region,far,Wigan West,"Shirley East is within West Midlands Euro Region, far Wigan West",Which city is within West Midlands Euro Region and also far to Wigan West?,"A. Park & Arbourthorne
B. Abbey
C. Shirley East",C. Shirley East,"random,partial,correct"
Shirley East,borders,St. Alphege,near,Stechford and Yardley North,"Shirley East is borders St. Alphege, near Stechford and Yardley North",Which city borders St. Alphege and is also near to Stechford and Yardley North?,"A. Shirley East
B. Sheldon
C. Darton East",A. Shirley East,"correct,partial,random"
Shirley East,borders,St. Alphege,close,Wednesbury North,"Shirley East is borders St. Alphege, close Wednesbury North",Which city borders St. Alphege and is also close to Wednesbury North?,"A. Aldridge Central and South
B. Shirley South
C. Shirley East",C. Shirley East,"random,partial,correct"
Anston and Woodsetts,within,Yorkshire and the Humber Euro Region,distant,Bradford Moor,"Anston and Woodsetts is within Yorkshire and the Humber Euro Region, distant Bradford Moor",Which city is within Yorkshire and the Humber Euro Region and also distant to Bradford Moor?,"A. Stalybridge North
B. Anston and Woodsetts
C. Fulwood",B. Anston and Woodsetts,"random,correct,partial"
Anston and Woodsetts,within,Yorkshire and the Humber Euro Region,far,Kirkdale,"Anston and Woodsetts is within Yorkshire and the Humber Euro Region, far Kirkdale",Which city is within Yorkshire and the Humber Euro Region and also far to Kirkdale?,"A. Kippax West Yorkshire
B. Bramhall South and Woodford
C. Anston and Woodsetts",C. Anston and Woodsetts,"random,partial,correct"
Anston and Woodsetts,borders,Wales South Yorkshire,near,Rother Vale,"Anston and Woodsetts is borders Wales South Yorkshire, near Rother Vale",Which city borders Wales South Yorkshire and is also near to Rother Vale?,"A. Anston and Woodsetts
B. Bramhall South and Woodford
C. Boston Castle",A. Anston and Woodsetts,"correct,random,partial"
Anston and Woodsetts,borders,Wales South Yorkshire,close,Hexthorpe & Balby North,"Anston and Woodsetts is borders Wales South Yorkshire, close Hexthorpe & Balby North",Which city borders Wales South Yorkshire and is also close to Hexthorpe & Balby North?,"A. Ackworth North Elmsall and Upton
B. Bolton and Undercliffe
C. Anston and Woodsetts",C. Anston and Woodsetts,"partial,random,correct"
Beacon and Bents,within,North East Euro Region,distant,Blaydon,"Beacon and Bents is within North East Euro Region, distant Blaydon",Which city is within North East Euro Region and also distant to Blaydon?,"A. Chowdene
B. Beacon and Bents
C. Rainhill",B. Beacon and Bents,"partial,correct,random"
Beacon and Bents,within,North East Euro Region,far,Newsome,"Beacon and Bents is within North East Euro Region, far Newsome",Which city is within North East Euro Region and also far to Newsome?,"A. Beacon and Bents
B. Harborne
C. High Fell",A. Beacon and Bents,"correct,random,partial"
Beacon and Bents,borders,Horsley Hill,near,Monkseaton North,"Beacon and Bents is borders Horsley Hill, near Monkseaton North",Which city borders Horsley Hill and is also near to Monkseaton North?,"A. Beacon and Bents
B. Anfield
C. Chirton",A. Beacon and Bents,"correct,random,partial"
Beacon and Bents,borders,Horsley Hill,close,Hendon,"Beacon and Bents is borders Horsley Hill, close Hendon",Which city borders Horsley Hill and is also close to Hendon?,"A. Beacon and Bents
B. Chirton
C. East Ecclesfield",A. Beacon and Bents,"correct,partial,random"
Copt Hill,within,North East Euro Region,distant,Winlaton and High Spen,"Copt Hill is within North East Euro Region, distant Winlaton and High Spen",Which city is within North East Euro Region and also distant to Winlaton and High Spen?,"A. Kirkburton
B. Elswick
C. Copt Hill",C. Copt Hill,"random,partial,correct"
Copt Hill,within,North East Euro Region,far,Manor,"Copt Hill is within North East Euro Region, far Manor",Which city is within North East Euro Region and also far to Manor?,"A. Birley
B. Copt Hill
C. Knowle",B. Copt Hill,"partial,correct,random"
Copt Hill,borders,Shiney Row,near,St. Michael's,"Copt Hill is borders Shiney Row, near St. Michael's",Which city borders Shiney Row and is also near to St. Michael's?,"A. Anfield
B. Copt Hill
C. Paddock",B. Copt Hill,"partial,correct,random"
Copt Hill,borders,Shiney Row,close,Riverside,"Copt Hill is borders Shiney Row, close Riverside",Which city borders Shiney Row and is also close to Riverside?,"A. Copt Hill
B. Maltby South Yorkshire
C. Washington East",A. Copt Hill,"correct,random,partial"
Earlsdon,within,Coventry,distant,Edgbaston,"Earlsdon is within Coventry, distant Edgbaston",Which city is within Coventry and also distant to Edgbaston?,"A. Whoberley
B. Earlsdon
C. Dearne South",B. Earlsdon,"partial,correct,random"
Earlsdon,within,Coventry,far,Swinton North,"Earlsdon is within Coventry, far Swinton North",Which city is within Coventry and also far to Swinton North?,"A. Central Rochdale
B. Earlsdon
C. Crawcrook and Greenside",B. Earlsdon,"random,correct,partial"
Earlsdon,borders,Sherbourne Warwickshire,near,Westwood,"Earlsdon is borders Sherbourne Warwickshire, near Westwood",Which city borders Sherbourne Warwickshire and is also near to Westwood?,"A. St. Michael's
B. Earlsdon
C. St. Peter's",B. Earlsdon,"partial,correct,random"
Earlsdon,borders,Sherbourne Warwickshire,close,Elmdon,"Earlsdon is borders Sherbourne Warwickshire, close Elmdon",Which city borders Sherbourne Warwickshire and is also close to Elmdon?,"A. Radford
B. Earlsdon
C. Pendlebury",B. Earlsdon,"partial,correct,random"
Dewsbury West,within,Yorkshire and the Humber Euro Region,distant,Stepping Hill,"Dewsbury West is within Yorkshire and the Humber Euro Region, distant Stepping Hill",Which city is within Yorkshire and the Humber Euro Region and also distant to Stepping Hill?,"A. Fulwood
B. Dewsbury West
C. Cheadle Hulme South",B. Dewsbury West,"partial,correct,random"
Dewsbury West,within,Yorkshire and the Humber Euro Region,far,Hebburn South,"Dewsbury West is within Yorkshire and the Humber Euro Region, far Hebburn South",Which city is within Yorkshire and the Humber Euro Region and also far to Hebburn South?,"A. Dewsbury West
B. Liverpool
C. Cressington",A. Dewsbury West,"correct,random,partial"
Dewsbury West,borders,Batley West,near,Morley West Yorkshire,"Dewsbury West is borders Batley West, near Morley West Yorkshire",Which city borders Batley West and is also near to Morley West Yorkshire?,"A. Wednesbury North
B. Dewsbury West
C. Batley West",B. Dewsbury West,"random,correct,partial"
Dewsbury West,borders,Batley West,close,Park,"Dewsbury West is borders Batley West, close Park",Which city borders Batley West and is also close to Park?,"A. Cradley and Wollescote
B. Castle
C. Dewsbury West",C. Dewsbury West,"partial,random,correct"
Harewood,borders,Cross Gates and Whinmoor,near,Kippax West Yorkshire,"Harewood is borders Cross Gates and Whinmoor, near Kippax West Yorkshire",Which city borders Cross Gates and Whinmoor and is also near to Kippax West Yorkshire?,"A. Featherstone
B. Harewood
C. Sheldon",B. Harewood,"partial,correct,random"
Harewood,borders,Cross Gates and Whinmoor,close,Normanton West Yorkshire,"Harewood is borders Cross Gates and Whinmoor, close Normanton West Yorkshire",Which city borders Cross Gates and Whinmoor and is also close to Normanton West Yorkshire?,"A. Thornton and Allerton
B. Liversedge and Gomersal
C. Harewood",C. Harewood,"random,partial,correct"
Valley,within,Yorkshire and the Humber Euro Region,distant,Morley West Yorkshire,"Valley is within Yorkshire and the Humber Euro Region, distant Morley West Yorkshire",Which city is within Yorkshire and the Humber Euro Region and also distant to Morley West Yorkshire?,"A. Valley
B. Rother Vale
C. Castle and Priory",A. Valley,"correct,partial,random"
Valley,within,Yorkshire and the Humber Euro Region,far,Werneth,"Valley is within Yorkshire and the Humber Euro Region, far Werneth",Which city is within Yorkshire and the Humber Euro Region and also far to Werneth?,"A. Valley
B. Cradley and Wollescote
C. St. Michael's",A. Valley,"correct,random,partial"
Valley,borders,Sitwell,near,Dinnington St. John's,"Valley is borders Sitwell, near Dinnington St. John's",Which city borders Sitwell and is also near to Dinnington St. John's?,"A. Conisbrough Parks
B. Croxteth
C. Valley",C. Valley,"partial,random,correct"
Valley,borders,Sitwell,close,Orgreave South Yorkshire,"Valley is borders Sitwell, close Orgreave South Yorkshire",Which city borders Sitwell and is also close to Orgreave South Yorkshire?,"A. Firth Park
B. Valley
C. Maltby South Yorkshire",B. Valley,"random,correct,partial"
Stairfoot,within,Metropolitan Borough of Barnsley,distant,Wharfedale,"Stairfoot is within Metropolitan Borough of Barnsley, distant Wharfedale",Which city is within Metropolitan Borough of Barnsley and also distant to Wharfedale?,"A. Chorlton Park
B. Westhoughton
C. Stairfoot",C. Stairfoot,"partial,random,correct"
Stairfoot,within,Metropolitan Borough of Barnsley,far,West Heywood,"Stairfoot is within Metropolitan Borough of Barnsley, far West Heywood",Which city is within Metropolitan Borough of Barnsley and also far to West Heywood?,"A. Stairfoot
B. Short Heath
C. Roundhay",A. Stairfoot,"correct,random,partial"
Stairfoot,borders,Monk Bretton,near,Hemsworth,"Stairfoot is borders Monk Bretton, near Hemsworth",Which city borders Monk Bretton and is also near to Hemsworth?,"A. Stairfoot
B. Edgbaston
C. Royston",A. Stairfoot,"correct,random,partial"
